pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
0.08691233	1			592	!!!/punct
0.34188694	2	0.55575275	1.0	912	!!/punct
1.7311964	1	2.6248286	1.0	114	!.../num
-0.27867907	23	-1.1245377	4.0	19257	!/name
-0.5728766	6	-0.35621056	3.0	6683	!/noun
0.02501225	226	-0.09729913	81.0	142029	!/punct
0.68786746	1			323	!?/num
0.15463446	8916	0.067586236	3291.0	4844510	"""/punct"
2.6357062	1			45	$15/num
3.7898884	1			14	$34/num
1.9810143	1	2.8814125	1.0	87	$5/num
-0.19591601	1			789	%/noun
6.4289455	1	7.344443	1.0	1	%Michael/noun
3.11113	1			28	&#9827;A/noun
3.0599272	1	3.9558244	1.0	30	&#9827;H/noun
-0.6188275	45	-1.5776414	7.0	52896	&/name
-1.0403948	1			1846	&/noun
-0.5898013	7	-1.6356033	1.0	8058	&/punct
2.4243436	1			64	&/verb
6.4289455	1			1	&Mason/name
1.4456816	1			147	&Young/name
6.652089	1	7.344443	1.0	1	&quotEr/noun
1.2913841	1	2.1947706	1.0	174	'/det
-0.05431453	1			662	'/name
0.018620754	4385	-0.10850484	1557.0	2720890	'/punct
1.309456	1			169	'11/num
2.1121244	1	2.994165	1.0	79	'21/name
1.7412744	1			110	'40-'45/num
1.1722319	1			193	'40/num
2.6984446	1	3.6067734	1.0	42	'46/name
2.3590646	1			59	'47/name
-0.18979327	1			756	'50/num
2.72149	2			82	'58/name
0.7747037	2			574	'68/noun
1.147266	1			198	'82/noun
2.9585333	1			33	'85/num
2.288195	1			63	'86/num
1.2235663	1			186	'92/name
-0.05949905	1			662	'93/noun
-0.47294238	1	0.4401938	1.0	999	'94/noun
-0.6490164	1	0.26357505	1.0	1191	'95/noun
1.226864	1			184	'96/name
-0.73571664	2	-0.517573	1.0	2605	'98/noun
-0.27759057	3			2518	'99/noun
1.00598	1	1.9096298	1.0	230	'a/noun
2.5948842	1	3.478464	1.0	49	'n/det
-0.6512111	52	-1.2940161	11.0	62265	's/adv
0.07225343	19	-0.3601549	5.0	11206	's/det
6.4289455	1			1	'shopping'_trend/noun
-0.7829771	13	-1.3466825	3.0	17963	't/name
0.3841774	1	1.2864887	1.0	430	(/adj
