pmi10	raw_co10	pmi4	raw_co4	raw_freq	cw
-0.052728493	4			19257	!/name
-0.855423	13	-1.8215766	2.0	142029	!/punct
-0.3700373	732	-0.43393514	276.0	4844510	"""/punct"
-0.6585801	6			52896	&/name
-0.56056106	1	0.34142116	1.0	8058	&/punct
8.404097	1	9.321467	1.0	1	&Poor-staalindex/name
-0.50885135	359	-0.78151613	110.0	2720890	'/punct
1.7853571	1	2.6965725	1.0	756	'50/num
5.0437207	1			30	'58/num
4.239759	1	5.149005	1.0	65	'60/noun
1.132184	1			1447	'70/num
0.5989476	1	1.5112668	1.0	2518	'99/noun
8.404097	1			1	'killer'_soort/noun
-0.5478628	8	-0.61627454	3.0	62265	's/adv
-0.20388795	2			11206	's/det
-1.372776	1			17963	't/name
2.3593278	1			430	(/adj
-0.44111842	383	-0.5097036	146.0	2759129	(/punct
-0.45288864	375	-0.49517187	145.0	2758869	)/punct
-0.6167563	13	-0.93451613	4.0	117193	*/tag
0.39840212	5	0.79173654	3.0	15336	+/prep
7.710949	1	8.628321	1.0	2	+27,6/num
0.14764278	4662	0.30085534	2184.0	18092245	,/punct
8.404097	1			1	-'ze/noun
7.305484	1	8.222856	1.0	3	-'zo'n/noun
0.5798053	29	0.28914958	9.0	75440	--/punct
-0.16510317	197	-0.11192454	84.0	1059446	-/punct
1.1001183	1			1530	-De/name
8.404097	1	9.321467	1.0	1	-Hamers/name
7.305484	1	8.222856	1.0	3	-Ongeveer/noun
1.647629	1	2.55816	1.0	867	-en/noun
8.404097	1			1	-gespaard/noun
4.9814634	1			31	-onder/adj
7.710949	1			2	-prothesisten/noun
-0.28934187	1	0.6207243	1.0	6065	..../punct
-0.47835356	14	-0.13132262	8.0	103573	.../punct
0.4238159	1			3011	./name
0.04607443	6464	-0.019817835	2430.0	28225482	./punct
0.110063165	3	-0.1197068	1.0	13088	//name
2.0239737	1			614	//num
0.43293443	15	0.6944702	8.0	45910	//punct
6.3246546	1			8	0,0005/num
3.2069812	1			183	0,01/num
0.76775414	1			2099	0,1/num
0.6266178	1	1.5320647	1.0	2426	0,4/num
1.774799	3	2.276399	2.0	2306	0,7/num
-2.3851507	1			49075	0/num
9.001933	1	9.7914715	1.0	1	0017175343090/num
6.2068715	1			9	011/22.20.37/num
8.404097	1			1	013-52/num
7.710949	1			2	015/25.98.90/num
7.305484	1	8.222856	1.0	3	02-345/num
8.404097	1			1	03-820.34.11/num
8.404097	1			1	04-246.32.49/num
6.101511	1			11	050/38.63.80/num
7.710949	1			2	06-26674855/num
7.420147	2			6	070-22.22.15/num
7.710949	1			2	072-5114365/num
8.308786	1			2	081/61.25.32/num
0.74441785	2			4322	1,1/num
0.60907394	3	0.41537905	1.0	7412	1,2/num
1.978903	1			622	1,20/num
0.8595348	3	1.3594655	2.0	5767	1,3/num
1.3119485	4	0.8311831	1.0	4888	1,4/num
2.476637	1	3.3819544	1.0	381	1,45/num
0.5207817	4	0.7330123	2.0	10787	1,5/num
7.305484	1			3	1,5_liter_fles/noun
1.5523294	5	1.5412688	2.0	4810	1,6/num
1.6313133	5	2.3141215	4.0	4438	1,7/num
0.623417	2	1.529196	2.0	4868	1,8/num
2.1448016	1			527	1,80/num
1.5616975	3	2.4665856	3.0	2861	1,9/num
6.1903424	1			10	1-mei_optocht/noun
0.7222014	4	1.3412015	3.0	8825	1.000/num
5.3836713	1			21	1.027/num
2.9660168	1			232	1.050/num
1.9045347	2	2.809165	2.0	1359	1.100/num
2.9061086	1	3.8135984	1.0	248	1.150/num
1.1244153	2			2952	1.200/num
6.4196525	2	7.314933	2.0	15	1.276/num
1.7413466	2	1.9562082	1.0	1598	1.300/num
1.067029	1			1562	1.400/num
4.608607	1			45	1.425/num
1.3706999	6	1.5843419	3.0	6921	1.500/num
8.404097	1			1	1.500mensen/noun
6.3246546	1	7.242026	1.0	8	1.507/num
6.458186	2			14	1.569/num
1.1273323	1			1467	1.600/num
3.1318662	1			202	1.650/num
2.141746	2			1073	1.700/num
8.404097	1			1	1.714.214/num
4.837384	1	5.741427	1.0	36	1.770/num
5.3267837	1			22	1.775/num
1.1022063	1			1507	1.800/num
8.404097	1			1	1.824.282.000/num
-1.8099605	2			56531	1/name
-0.41495788	10	-0.7176812	3.0	69141	1/noun
-1.3099179	7	-1.6583441	2.0	118827	1/num
2.2865498	1			464	10,8/num
6.2068715	1			9	10-18u30/noun
0.6997613	6	0.9120915	3.0	13558	10.000/num
7.305484	1			3	10.Een/noun
-0.7523634	1			9610	10/name
0.53308064	8	0.4555324	3.0	21393	10/noun
-0.0045988443	20	-0.014110025	8.0	91258	10/num
-0.8719103	1	0.031553738	1.0	10904	100.000/num
0.3829455	14	0.7292045	8.0	43355	100/num
-0.6076164	1			8407	1000/num
8.404097	1			1	100x27x14/noun
0.6899319	1	1.5937121	1.0	2290	102/num
5.1479244	1			27	103,5/num
0.74544376	1			2161	103/num
4.330805	1			60	105de/num
0.8281782	1			1972	107/num
0.7033257	1	1.6118227	1.0	2239	108/num
1.5785546	2			1869	109/num
4.89554	1			34	11,11/num
3.5937426	2	4.495657	2.0	252	11.500/num
8.404097	1			1	11.760/num
-0.0111916745	8	-0.4931786	2.0	36830	11/noun
0.0050447946	9	-0.59185594	2.0	40771	11/num
1.5362258	1			981	110.000/num
0.8007882	3	0.60889256	1.0	6110	110/num
1.4700397	1			1049	1100/num
5.1732917	1	6.073033	1.0	26	1110/num
0.5373164	1			2650	112/num
0.81851035	1			2001	113/num
4.2061424	1			68	1140/num
8.404097	1			1	115x35x17/noun
0.8993192	1	1.807281	1.0	1841	116/num
0.7308963	1	1.6383516	1.0	2182	118/num
4.8573565	2			72	1190/num
3.2784965	2			343	12,2/num
0.7834891	1			2075	12,5/num
1.5807556	1	2.4852083	1.0	940	12,50/num
2.092694	6	1.9010383	2.0	3362	12.000/num
