_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.3738862590413537	-0.5483890316909407	NA	NA	bound	335	lex	10_10	1	weight	5000	5000	nav	4_4	222	huldigen	0.1441162661331408	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.46072485467438706	-0.8332950857357053	NA	NA	bound	335	lex	10_10	1	weight	5000	5000	all	4_4	222	huldigen	0.20158951776449113	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.37380620712420287	-0.5069025203897213	NA	NA	bound	335	lex	10_10	1	weight	FOC	218	nav	4_4	222	huldigen	0.14748884240422303	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.3537536589791791	-0.48873234966168133	NA	NA	bound	335	lex	10_10	1	weight	FOC	335	all	4_4	222	huldigen	0.14169684535177846	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.4624885132884046	-0.49035262884183417	NA	NA	bound	335	lex	10_10	1	selection	5000	5000	nav	4_4	222	huldigen	0.14682072475409025	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.5540802362008453	-0.8710654005127663	NA	NA	bound	335	lex	10_10	1	selection	5000	5000	all	4_4	222	huldigen	0.22505936601422774	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.4389765377831174	-0.43455306445428993	NA	NA	bound	335	lex	10_10	1	selection	FOC	218	nav	4_4	222	huldigen	0.1395198031269339	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.376059627945071	-0.39285434225446714	NA	NA	bound	335	lex	10_10	1	selection	FOC	335	all	4_4	222	huldigen	0.143243957838398	BOW
huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-1.0607589781743216	-0.4246385276035102	NA	NA	bound	637	lex	10_10	1	no	5000	5000	nav	4_4	225	huldigen	0.15608803637699853	BOW
huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-1.075051200520865	-0.9927085440634251	NA	NA	bound	637	lex	10_10	1	no	5000	5000	all	4_4	225	huldigen	0.2045580582355386	BOW
huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.8748545969606732	-0.4761554866138209	NA	NA	bound	637	lex	10_10	1	no	FOC	450	nav	4_4	225	huldigen	0.14111990086262435	BOW
huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.8178211195929581	-0.46643413805476924	NA	NA	bound	637	lex	10_10	1	no	FOC	637	all	4_4	225	huldigen	0.12951189312866448	BOW
huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.0015210355916507455	-0.3365964639556907	NA	NA	bound	596	all	10_10	1	weight	5000	5000	nav	4_4	230	huldigen	0.13129165342366297	BOW
huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.08371808674406307	-0.9146521201370805	NA	NA	bound	596	all	10_10	1	weight	5000	5000	all	4_4	230	huldigen	0.1849919274220372	BOW
huldigen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.07835768306102375	-0.32114693804475974	NA	NA	bound	596	all	10_10	1	weight	FOC	218	nav	4_4	230	huldigen	0.13188176970136684	BOW
huldigen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.008943789943794704	-0.2466878915753608	NA	NA	bound	596	all	10_10	1	weight	FOC	596	all	4_4	230	huldigen	0.1397101052746283	BOW
huldigen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.6715097873440342	0.5285771025015111	NA	NA	bound	596	all	10_10	1	selection	5000	5000	nav	4_4	230	huldigen	0.19057298464518424	BOW
