_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15608615753957064	-0.06968312500307283	NA	NA	bound	335	lex	10_10	1	weight	5000	5000	nav	4_4	222	huldigen	0.22369696093960373	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.15779985735262075	-0.10428489325378557	NA	NA	bound	335	lex	10_10	1	weight	5000	5000	all	4_4	222	huldigen	0.24873192201359762	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.11054092886715122	0.006962787449080469	NA	NA	bound	335	lex	10_10	1	weight	FOC	218	nav	4_4	222	huldigen	0.21767014080152605	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.11233804378422249	0.004411516915134141	NA	NA	bound	335	lex	10_10	1	weight	FOC	335	all	4_4	222	huldigen	0.2128456506434992	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.15220956554472312	-0.023927282375803348	NA	NA	bound	335	lex	10_10	1	selection	5000	5000	nav	4_4	222	huldigen	0.22397591105164627	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.12970854462566475	-0.0573547901276147	NA	NA	bound	335	lex	10_10	1	selection	5000	5000	all	4_4	222	huldigen	0.24580409389122176	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.09761845117798194	0.08000002852599356	NA	NA	bound	335	lex	10_10	1	selection	FOC	218	nav	4_4	222	huldigen	0.2185576919361944	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.09782703796569288	0.07026939444432881	NA	NA	bound	335	lex	10_10	1	selection	FOC	335	all	4_4	222	huldigen	0.21107262307496963	BOW
huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.07739051470926507	0.25708037206623297	NA	NA	bound	637	lex	10_10	1	no	5000	5000	nav	4_4	225	huldigen	0.21129844552202515	BOW
huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.0809653967651733	0.2962301148056812	NA	NA	bound	637	lex	10_10	1	no	5000	5000	all	4_4	225	huldigen	0.2342299707584634	BOW
huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.07023614405638447	0.18476134920650855	NA	NA	bound	637	lex	10_10	1	no	FOC	450	nav	4_4	225	huldigen	0.22412716467502858	BOW
huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.06659779519256698	0.17804878714115013	NA	NA	bound	637	lex	10_10	1	no	FOC	637	all	4_4	225	huldigen	0.21401420910589145	BOW
huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.04394291976408967	-0.04975670084275166	NA	NA	bound	596	all	10_10	1	weight	5000	5000	nav	4_4	230	huldigen	0.2292568118042973	BOW
huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.05871525301413	-0.09886995338533244	NA	NA	bound	596	all	10_10	1	weight	5000	5000	all	4_4	230	huldigen	0.25101972982149545	BOW
huldigen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.04790691887192794	0.013093631328910456	NA	NA	bound	596	all	10_10	1	weight	FOC	218	nav	4_4	230	huldigen	0.2282862828692146	BOW
huldigen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.036571237190614225	0.014634768237879124	NA	NA	bound	596	all	10_10	1	weight	FOC	596	all	4_4	230	huldigen	0.224014791173328	BOW
