_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
heilzaam.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.48959479265332745	-0.5095152226542715	NA	NA	BOW	bound	444	lex	10_10	1	weight	5000	5000	nav	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.8596042304947145	-0.9120673497713163	NA	NA	BOW	bound	444	lex	10_10	1	weight	5000	5000	all	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.4304008257280028	-0.4967210104925098	NA	NA	BOW	bound	444	lex	10_10	1	weight	FOC	351	nav	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.44202044570509647	-0.4789116236895418	NA	NA	BOW	bound	444	lex	10_10	1	weight	FOC	444	all	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.039530814468806	-0.6453894999845067	NA	NA	BOW	bound	444	lex	10_10	1	selection	5000	5000	nav	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.22713459413912457	-1.1587579708794515	NA	NA	BOW	bound	444	lex	10_10	1	selection	5000	5000	all	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.0026093863122427017	-0.5848490914813737	NA	NA	BOW	bound	444	lex	10_10	1	selection	FOC	351	nav	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.006428473788163485	-0.5871355768861762	NA	NA	BOW	bound	444	lex	10_10	1	selection	FOC	444	all	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.45238716528819484	-1.0691621762288797	NA	NA	BOW	bound	879	lex	10_10	1	no	5000	5000	nav	4_4	234	heilzaam
heilzaam.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.6739732116019905	-1.8229119574373227	NA	NA	BOW	bound	879	lex	10_10	1	no	5000	5000	all	4_4	234	heilzaam
heilzaam.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.5206423102458277	-1.0363854125832441	NA	NA	BOW	bound	879	lex	10_10	1	no	FOC	670	nav	4_4	234	heilzaam
heilzaam.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.5167059205263653	-1.049163252318377	NA	NA	BOW	bound	879	lex	10_10	1	no	FOC	879	all	4_4	234	heilzaam
heilzaam.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.35687949874965064	-0.5042702683476209	NA	NA	BOW	bound	547	all	10_10	1	weight	5000	5000	nav	4_4	235	heilzaam
heilzaam.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.678642018606793	-0.8883269209264402	NA	NA	BOW	bound	547	all	10_10	1	weight	5000	5000	all	4_4	235	heilzaam
heilzaam.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.3095728514939042	-0.47816592364849364	NA	NA	BOW	bound	547	all	10_10	1	weight	FOC	351	nav	4_4	235	heilzaam
heilzaam.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.30319845632068926	-0.4632792239062595	NA	NA	BOW	bound	547	all	10_10	1	weight	FOC	547	all	4_4	235	heilzaam
heilzaam.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.9798893943361114	0.08825680214705481	NA	NA	BOW	bound	547	all	10_10	1	selection	5000	5000	nav	4_4	235	heilzaam
