_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base	soc_vector	pam_cluster	is_medoid
helpen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15514159887661857	0.18853126145355595	NA	NA	bound	355	lex	10_10	1	weight	5000	5000	nav	4_4	218	helpen	0.22069148930802057	BOW	nav_5000	c1	0
helpen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2885963744844784	-0.018828692783621728	NA	NA	bound	355	lex	10_10	1	weight	5000	5000	all	4_4	218	helpen	0.18874811892463494	BOW	all_5000	c2	0
helpen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.10364376369262482	0.1862474645570654	NA	NA	bound	355	lex	10_10	1	weight	FOC	256	nav	4_4	218	helpen	0.2249132753197008	BOW	nav_FOC	c1	0
helpen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.11211181958005433	0.18006173327689656	NA	NA	bound	355	lex	10_10	1	weight	FOC	355	all	4_4	218	helpen	0.2172988827206479	BOW	all_FOC	c1	0
helpen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.1538271278441023	0.13991663646962396	NA	NA	bound	355	lex	10_10	1	selection	5000	5000	nav	4_4	218	helpen	0.2076998572518835	BOW	nav_5000	c1	0
helpen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.29620020774483363	-0.06007596496590138	NA	NA	bound	355	lex	10_10	1	selection	5000	5000	all	4_4	218	helpen	0.1830830437300733	BOW	all_5000	c2	0
helpen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.12408623333937696	0.12614040676807767	NA	NA	bound	355	lex	10_10	1	selection	FOC	256	nav	4_4	218	helpen	0.20422792845125162	BOW	nav_FOC	c1	0
helpen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.12526385390334838	0.1289680785626053	NA	NA	bound	355	lex	10_10	1	selection	FOC	355	all	4_4	218	helpen	0.20403208948480517	BOW	all_FOC	c1	1
helpen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2492647657172515	0.10608399167537956	NA	NA	bound	741	lex	10_10	1	no	5000	5000	nav	4_4	228	helpen	0.25035724573915047	BOW	nav_5000	c1	0
helpen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.3873362161231775	-0.21373175650221024	NA	NA	bound	741	lex	10_10	1	no	5000	5000	all	4_4	228	helpen	0.18754393347177203	BOW	all_5000	c2	0
helpen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.176638404860198	0.07240716679124559	NA	NA	bound	741	lex	10_10	1	no	FOC	565	nav	4_4	228	helpen	0.22338113618577596	BOW	nav_FOC	c1	0
helpen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.17207336228343306	0.07609114854058571	NA	NA	bound	741	lex	10_10	1	no	FOC	741	all	4_4	228	helpen	0.2129896842448838	BOW	all_FOC	c1	0
helpen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.257894942711234	-0.004552756801242206	NA	NA	bound	478	all	10_10	1	weight	5000	5000	nav	4_4	229	helpen	0.18136682981534455	BOW	nav_5000	c3	0
helpen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.015492032545273891	-0.24078633740053682	NA	NA	bound	478	all	10_10	1	weight	5000	5000	all	4_4	229	helpen	0.21503203401908738	BOW	all_5000	c4	0
helpen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.21186921890847613	0.03646620215532055	NA	NA	bound	478	all	10_10	1	weight	FOC	256	nav	4_4	229	helpen	0.17783904851251509	BOW	nav_FOC	c3	0
helpen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.18889882924033466	0.049211621262235085	NA	NA	bound	478	all	10_10	1	weight	FOC	478	all	4_4	229	helpen	0.1614556515393331	BOW	all_FOC	c3	0
helpen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.125652945124371	-0.025977775471995614	NA	NA	bound	478	all	10_10	1	selection	5000	5000	nav	4_4	229	helpen	0.22392886063630552	BOW	nav_5000	c5	0
helpen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.0887896458759568	-0.293071994930838	NA	NA	bound	478	all	10_10	1	selection	5000	5000	all	4_4	229	helpen	0.22935792228902432	BOW	all_5000	c4	0
helpen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.11687610959733251	0.041935080068140056	NA	NA	bound	478	all	10_10	1	selection	FOC	256	nav	4_4	229	helpen	0.15839576934142935	BOW	nav_FOC	c5	0
helpen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.10382033338283789	0.05026831646326627	NA	NA	bound	478	all	10_10	1	selection	FOC	478	all	4_4	229	helpen	0.14219523094022532	BOW	all_FOC	c5	0
