_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base	soc_vector	pam_cluster	is_medoid
diskwalificeren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.23398124199405185	0.016603034303491717	NA	NA	bound	364	lex	10_10	1	weight	5000	5000	nav	4_4	227	diskwalificeren	0.14364361644464077	BOW	nav_5000	c1	0
diskwalificeren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.25712215149999046	-0.06726338964065515	NA	NA	bound	364	lex	10_10	1	weight	5000	5000	all	4_4	227	diskwalificeren	0.12970717033307116	BOW	all_5000	c1	0
diskwalificeren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.16191381009709144	-0.10939788669417183	NA	NA	bound	364	lex	10_10	1	weight	FOC	254	nav	4_4	227	diskwalificeren	0.14090607163396376	BOW	nav_FOC	c1	0
diskwalificeren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.16339241209520972	-0.1086752931559035	NA	NA	bound	364	lex	10_10	1	weight	FOC	364	all	4_4	227	diskwalificeren	0.14583189355296414	BOW	all_FOC	c1	0
diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.17425139110317484	-0.01611807134357914	NA	NA	bound	364	lex	10_10	1	selection	5000	5000	nav	4_4	227	diskwalificeren	0.15915872681869989	BOW	nav_5000	c1	0
diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.19140639089911823	-0.14119984310936665	NA	NA	bound	364	lex	10_10	1	selection	5000	5000	all	4_4	227	diskwalificeren	0.1631564160966342	BOW	all_5000	c1	0
diskwalificeren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10891125685785709	-0.1423989062830852	NA	NA	bound	364	lex	10_10	1	selection	FOC	254	nav	4_4	227	diskwalificeren	0.14154447893175512	BOW	nav_FOC	c1	0
diskwalificeren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.10141609100084338	-0.14239162490216364	NA	NA	bound	364	lex	10_10	1	selection	FOC	364	all	4_4	227	diskwalificeren	0.14933246715921583	BOW	all_FOC	c1	1
diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.1328904398024143	-0.0899313988388299	NA	NA	bound	672	lex	10_10	1	no	5000	5000	nav	4_4	233	diskwalificeren	0.17251389743615558	BOW	nav_5000	c1	0
diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.13682384591616037	-0.3187516405041869	NA	NA	bound	672	lex	10_10	1	no	5000	5000	all	4_4	233	diskwalificeren	0.18585071137034725	BOW	all_5000	c1	0
