_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
gekleurd.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1732255778885895	-0.08160976739411106	NA	NA	BOW	bound	701	lex	10_10	1	weight	5000	5000	nav	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.22613949138748818	-0.27877006965251616	NA	NA	BOW	bound	701	lex	10_10	1	weight	5000	5000	all	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.24071247622916608	-0.04527778888313672	NA	NA	BOW	bound	701	lex	10_10	1	weight	FOC	536	nav	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.24959444672153697	-0.038866950193291915	NA	NA	BOW	bound	701	lex	10_10	1	weight	FOC	701	all	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.13688335331607585	-0.12440882226429467	NA	NA	BOW	bound	701	lex	10_10	1	selection	5000	5000	nav	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.2904860882800605	-0.337373963312467	NA	NA	BOW	bound	701	lex	10_10	1	selection	5000	5000	all	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.22225073178615354	-0.0762872430476705	NA	NA	BOW	bound	701	lex	10_10	1	selection	FOC	536	nav	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.2306666681507294	-0.06791055519136142	NA	NA	BOW	bound	701	lex	10_10	1	selection	FOC	701	all	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2090708897331649	-0.1801682177463667	NA	NA	BOW	bound	1142	lex	10_10	1	no	5000	5000	nav	4_4	275	gekleurd
gekleurd.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.35998753195677685	-0.43538460454427835	NA	NA	BOW	bound	1142	lex	10_10	1	no	5000	5000	all	4_4	275	gekleurd
gekleurd.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.27084656845492777	-0.08358189236574054	NA	NA	BOW	bound	1142	lex	10_10	1	no	FOC	857	nav	4_4	275	gekleurd
gekleurd.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.2656614675079056	-0.09718743218897216	NA	NA	BOW	bound	1142	lex	10_10	1	no	FOC	1142	all	4_4	275	gekleurd
gekleurd.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.11514489181884331	-0.045298711490871606	NA	NA	BOW	bound	807	all	10_10	1	weight	5000	5000	nav	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.3230098171090081	-0.08710492919816115	NA	NA	BOW	bound	807	all	10_10	1	weight	5000	5000	all	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.17261346683485834	-0.028437152427099988	NA	NA	BOW	bound	807	all	10_10	1	weight	FOC	536	nav	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.17241813481016896	-0.01070029513835876	NA	NA	BOW	bound	807	all	10_10	1	weight	FOC	807	all	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.02494286831555598	0.01816367149184229	NA	NA	BOW	bound	807	all	10_10	1	selection	5000	5000	nav	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.48067462507956776	0.007065133188068327	NA	NA	BOW	bound	807	all	10_10	1	selection	5000	5000	all	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.12690226147339675	-0.013681939686005937	NA	NA	BOW	bound	807	all	10_10	1	selection	FOC	536	nav	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.11657508458965612	-0.0072603439046326134	NA	NA	BOW	bound	807	all	10_10	1	selection	FOC	807	all	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.10802285559170437	-0.2331291483453507	NA	NA	BOW	bound	1419	all	10_10	1	no	5000	5000	nav	4_4	275	gekleurd
gekleurd.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.6527992457158065	-0.08645683389930564	NA	NA	BOW	bound	1419	all	10_10	1	no	5000	5000	all	4_4	275	gekleurd
gekleurd.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.18154083828240047	-0.14555968194601895	NA	NA	BOW	bound	1419	all	10_10	1	no	FOC	857	nav	4_4	275	gekleurd
gekleurd.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.1694616421892564	-0.17645380050642062	NA	NA	BOW	bound	1419	all	10_10	1	no	FOC	1419	all	4_4	275	gekleurd
gekleurd.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.14003581567247816	-0.05937079321231131	NA	NA	BOW	bound	551	lex	5_5	1	weight	5000	5000	nav	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.2613934876708122	-0.23178046330726995	NA	NA	BOW	bound	551	lex	5_5	1	weight	5000	5000	all	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.22482053605756092	0.013313213173039889	NA	NA	BOW	bound	551	lex	5_5	1	weight	FOC	405	nav	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.2407245928358449	0.022079486961408733	NA	NA	BOW	bound	551	lex	5_5	1	weight	FOC	551	all	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.10408490300016726	-0.08645205632504285	NA	NA	BOW	bound	551	lex	5_5	1	selection	5000	5000	nav	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.3131583452429001	-0.26295785368360935	NA	NA	BOW	bound	551	lex	5_5	1	selection	5000	5000	all	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.19759974064801306	-0.031169122278429735	NA	NA	BOW	bound	551	lex	5_5	1	selection	FOC	405	nav	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.21084205869507797	-0.016828333357479575	NA	NA	BOW	bound	551	lex	5_5	1	selection	FOC	551	all	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.14301120574002352	-0.10734056852720365	NA	NA	BOW	bound	753	lex	5_5	1	no	5000	5000	nav	4_4	274	gekleurd
gekleurd.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.3136487603113582	-0.30650368216793533	NA	NA	BOW	bound	753	lex	5_5	1	no	5000	5000	all	4_4	274	gekleurd
gekleurd.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.22706655482143454	-0.023068928351526265	NA	NA	BOW	bound	753	lex	5_5	1	no	FOC	553	nav	4_4	274	gekleurd
gekleurd.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.2425099746781687	-0.01689106044897109	NA	NA	BOW	bound	753	lex	5_5	1	no	FOC	753	all	4_4	274	gekleurd
gekleurd.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.07555035281133804	-0.0013024216186233529	NA	NA	BOW	bound	634	all	5_5	1	weight	5000	5000	nav	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.33713497915524493	-0.01578973291616868	NA	NA	BOW	bound	634	all	5_5	1	weight	5000	5000	all	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1442618055980378	0.02941425323567156	NA	NA	BOW	bound	634	all	5_5	1	weight	FOC	405	nav	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.13110058256176135	0.024199884123305235	NA	NA	BOW	bound	634	all	5_5	1	weight	FOC	634	all	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.014387731697251896	0.11039614656267842	NA	NA	BOW	bound	634	all	5_5	1	selection	5000	5000	nav	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.44843704447165145	0.1326817302432004	NA	NA	BOW	bound	634	all	5_5	1	selection	5000	5000	all	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.08336063759731159	0.026569177078548698	NA	NA	BOW	bound	634	all	5_5	1	selection	FOC	405	nav	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.0749031814031455	0.0389175982434083	NA	NA	BOW	bound	634	all	5_5	1	selection	FOC	634	all	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	-0.026023631326422745	0.209619009678698	NA	NA	BOW	bound	927	all	5_5	1	no	5000	5000	nav	4_4	275	gekleurd
gekleurd.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	0.529938600572765	0.13853546143090403	NA	NA	BOW	bound	927	all	5_5	1	no	5000	5000	all	4_4	275	gekleurd
gekleurd.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.13715061625873803	0.04983026856533461	NA	NA	BOW	bound	927	all	5_5	1	no	FOC	553	nav	4_4	275	gekleurd
