_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
gekleurd.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.6134048597422914	-0.6603007825247227	NA	NA	BOW	bound	701	lex	10_10	1	weight	5000	5000	nav	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.30896114164486044	-1.361196706651536	NA	NA	BOW	bound	701	lex	10_10	1	weight	5000	5000	all	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-1.1108789438737403	-0.13166579208815263	NA	NA	BOW	bound	701	lex	10_10	1	weight	FOC	536	nav	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-1.072780799128536	-0.14505610353358536	NA	NA	BOW	bound	701	lex	10_10	1	weight	FOC	701	all	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.5900413493620684	-0.8019563631961911	NA	NA	BOW	bound	701	lex	10_10	1	selection	5000	5000	nav	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.4701560144630972	-1.5422695101013157	NA	NA	BOW	bound	701	lex	10_10	1	selection	5000	5000	all	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-1.1499384709957592	-0.15453204488170116	NA	NA	BOW	bound	701	lex	10_10	1	selection	FOC	536	nav	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-1.0882307940603173	-0.18219947603034492	NA	NA	BOW	bound	701	lex	10_10	1	selection	FOC	701	all	4_4	271	gekleurd
gekleurd.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.7527108283293918	-1.1193818775280096	NA	NA	BOW	bound	1142	lex	10_10	1	no	5000	5000	nav	4_4	275	gekleurd
gekleurd.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	1.1136038538753834	-1.951989443276854	NA	NA	BOW	bound	1142	lex	10_10	1	no	5000	5000	all	4_4	275	gekleurd
gekleurd.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.3823881869852657	-0.1949176622780776	NA	NA	BOW	bound	1142	lex	10_10	1	no	FOC	857	nav	4_4	275	gekleurd
gekleurd.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.340961480718512	-0.2310990327495215	NA	NA	BOW	bound	1142	lex	10_10	1	no	FOC	1142	all	4_4	275	gekleurd
gekleurd.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.38536062976772895	-0.044114173288356914	NA	NA	BOW	bound	807	all	10_10	1	weight	5000	5000	nav	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.9636122469649776	-0.6251417694069911	NA	NA	BOW	bound	807	all	10_10	1	weight	5000	5000	all	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.9362817802086006	0.14630214632651942	NA	NA	BOW	bound	807	all	10_10	1	weight	FOC	536	nav	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.8937035573918232	0.14973112518161072	NA	NA	BOW	bound	807	all	10_10	1	weight	FOC	807	all	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.4518427443275583	1.1268859098787913	NA	NA	BOW	bound	807	all	10_10	1	selection	5000	5000	nav	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	1.5534973537269814	0.08032723638235621	NA	NA	BOW	bound	807	all	10_10	1	selection	5000	5000	all	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.8838831150925768	0.5948863363624504	NA	NA	BOW	bound	807	all	10_10	1	selection	FOC	536	nav	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.8301548026057913	0.6053937830225912	NA	NA	BOW	bound	807	all	10_10	1	selection	FOC	807	all	4_4	274	gekleurd
gekleurd.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.366525715217863	1.6334973006391433	NA	NA	BOW	bound	1419	all	10_10	1	no	5000	5000	nav	4_4	275	gekleurd
gekleurd.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	2.429193138230829	-0.029112548366652072	NA	NA	BOW	bound	1419	all	10_10	1	no	5000	5000	all	4_4	275	gekleurd
gekleurd.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-1.0095002781852256	1.0689565410382669	NA	NA	BOW	bound	1419	all	10_10	1	no	FOC	857	nav	4_4	275	gekleurd
gekleurd.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.9575753676822435	1.1168155961561856	NA	NA	BOW	bound	1419	all	10_10	1	no	FOC	1419	all	4_4	275	gekleurd
gekleurd.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.39783213305898635	-0.5877481415531621	NA	NA	BOW	bound	551	lex	5_5	1	weight	5000	5000	nav	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	0.5115559405018053	-1.2082805168081205	NA	NA	BOW	bound	551	lex	5_5	1	weight	5000	5000	all	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.8959734598787509	-0.3093195765655455	NA	NA	BOW	bound	551	lex	5_5	1	weight	FOC	405	nav	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.796492790046348	-0.393064860062818	NA	NA	BOW	bound	551	lex	5_5	1	weight	FOC	551	all	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.3487994989041473	-0.6573610115051307	NA	NA	BOW	bound	551	lex	5_5	1	selection	5000	5000	nav	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.6311716177491817	-1.303824003410822	NA	NA	BOW	bound	551	lex	5_5	1	selection	5000	5000	all	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.8585346784847128	-0.36830690576373043	NA	NA	BOW	bound	551	lex	5_5	1	selection	FOC	405	nav	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.7468856039569637	-0.42980338384527444	NA	NA	BOW	bound	551	lex	5_5	1	selection	FOC	551	all	4_4	267	gekleurd
gekleurd.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.47285292152419167	-0.8988728443271393	NA	NA	BOW	bound	753	lex	5_5	1	no	5000	5000	nav	4_4	274	gekleurd
gekleurd.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	0.8741084441050861	-1.701154115187844	NA	NA	BOW	bound	753	lex	5_5	1	no	5000	5000	all	4_4	274	gekleurd
gekleurd.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.994727950517036	-0.35746089005353576	NA	NA	BOW	bound	753	lex	5_5	1	no	FOC	553	nav	4_4	274	gekleurd
gekleurd.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.8125945484666716	-0.5402748628506654	NA	NA	BOW	bound	753	lex	5_5	1	no	FOC	753	all	4_4	274	gekleurd
gekleurd.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.18653101929369995	-0.05102162640748994	NA	NA	BOW	bound	634	all	5_5	1	weight	5000	5000	nav	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	1.069672103447643	-0.47438793969767573	NA	NA	BOW	bound	634	all	5_5	1	weight	5000	5000	all	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.7105577744742906	0.1439222168625878	NA	NA	BOW	bound	634	all	5_5	1	weight	FOC	405	nav	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.6342643135684526	0.12502496761374163	NA	NA	BOW	bound	634	all	5_5	1	weight	FOC	634	all	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.09931776216570146	0.9688604721931098	NA	NA	BOW	bound	634	all	5_5	1	selection	5000	5000	nav	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	1.378263425808626	0.24169832909398567	NA	NA	BOW	bound	634	all	5_5	1	selection	5000	5000	all	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5518980369139127	0.5182691425921575	NA	NA	BOW	bound	634	all	5_5	1	selection	FOC	405	nav	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.46257416783469785	0.5240636530070123	NA	NA	BOW	bound	634	all	5_5	1	selection	FOC	634	all	4_4	272	gekleurd
gekleurd.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.18641737286165694	1.3449616671704903	NA	NA	BOW	bound	927	all	5_5	1	no	5000	5000	nav	4_4	275	gekleurd
gekleurd.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	2.098523906165511	0.3547959372167596	NA	NA	BOW	bound	927	all	5_5	1	no	5000	5000	all	4_4	275	gekleurd
gekleurd.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.5539273320608125	0.8406245128739204	NA	NA	BOW	bound	927	all	5_5	1	no	FOC	553	nav	4_4	275	gekleurd
gekleurd.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	-0.4772795280424683	0.8623112341552429	NA	NA	BOW	bound	927	all	5_5	1	no	FOC	927	all	4_4	275	gekleurd
gekleurd.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.21349098864540095	-0.443197802763752	NA	NA	BOW	bound	401	lex	3_3	1	weight	5000	5000	nav	4_4	257	gekleurd
gekleurd.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.7002419296619763	-1.0004926337409794	NA	NA	BOW	bound	401	lex	3_3	1	weight	5000	5000	all	4_4	257	gekleurd
gekleurd.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6073032114159824	-0.1395503574465431	NA	NA	BOW	bound	401	lex	3_3	1	weight	FOC	293	nav	4_4	257	gekleurd
gekleurd.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.5367853258144074	-0.20131462827716687	NA	NA	BOW	bound	401	lex	3_3	1	weight	FOC	401	all	4_4	257	gekleurd
gekleurd.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.1737807072781345	-0.4812007630432592	NA	NA	BOW	bound	401	lex	3_3	1	selection	5000	5000	nav	4_4	257	gekleurd
gekleurd.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.8245524775951847	-1.0612131809628615	NA	NA	BOW	bound	401	lex	3_3	1	selection	5000	5000	all	4_4	257	gekleurd
gekleurd.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5810307281204359	-0.1638506425320551	NA	NA	BOW	bound	401	lex	3_3	1	selection	FOC	293	nav	4_4	257	gekleurd
gekleurd.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.5100472636231566	-0.21197298305676412	NA	NA	BOW	bound	401	lex	3_3	1	selection	FOC	401	all	4_4	257	gekleurd
gekleurd.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2646555111831444	-0.780819760405789	NA	NA	BOW	bound	498	lex	3_3	1	no	5000	5000	nav	4_4	267	gekleurd
gekleurd.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	1.0386889687829202	-1.4655474242495234	NA	NA	BOW	bound	498	lex	3_3	1	no	5000	5000	all	4_4	267	gekleurd
gekleurd.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.7685840050129392	-0.18454069977899984	NA	NA	BOW	bound	498	lex	3_3	1	no	FOC	366	nav	4_4	267	gekleurd
gekleurd.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.6696151493052712	-0.2852419663417332	NA	NA	BOW	bound	498	lex	3_3	1	no	FOC	498	all	4_4	267	gekleurd
gekleurd.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.053641105487453926	0.19074952816958712	NA	NA	BOW	bound	464	all	3_3	1	weight	5000	5000	nav	4_4	269	gekleurd
gekleurd.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	1.1781174049892211	-0.3656677513289049	NA	NA	BOW	bound	464	all	3_3	1	weight	5000	5000	all	4_4	269	gekleurd
gekleurd.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.5382123616836478	0.22537262751270337	NA	NA	BOW	bound	464	all	3_3	1	weight	FOC	293	nav	4_4	269	gekleurd
gekleurd.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.4721492725366726	0.20767269918039835	NA	NA	BOW	bound	464	all	3_3	1	weight	FOC	464	all	4_4	269	gekleurd
gekleurd.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.4475117909746584	0.6498370366272981	NA	NA	BOW	bound	464	all	3_3	1	selection	5000	5000	nav	4_4	269	gekleurd
gekleurd.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	1.4102243742244127	0.3179104956850647	NA	NA	BOW	bound	464	all	3_3	1	selection	5000	5000	all	4_4	269	gekleurd
gekleurd.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.27314368285495116	0.5811961688005672	NA	NA	BOW	bound	464	all	3_3	1	selection	FOC	293	nav	4_4	269	gekleurd
gekleurd.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.1948906587807568	0.5505945548038632	NA	NA	BOW	bound	464	all	3_3	1	selection	FOC	464	all	4_4	269	gekleurd
gekleurd.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.5738115169929615	1.1213016863575709	NA	NA	BOW	bound	612	all	3_3	1	no	5000	5000	nav	4_4	274	gekleurd
gekleurd.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	2.0975448314167986	0.6313458353744881	NA	NA	BOW	bound	612	all	3_3	1	no	5000	5000	all	4_4	274	gekleurd
gekleurd.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.23944697175136223	0.789880636850111	NA	NA	BOW	bound	612	all	3_3	1	no	FOC	366	nav	4_4	274	gekleurd
gekleurd.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	-0.15704473023181598	0.7794758979316889	NA	NA	BOW	bound	612	all	3_3	1	no	FOC	612	all	4_4	274	gekleurd
gekleurd.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.7745160638900594	-0.7857645334735407	NA	NA	BOW	nobound	801	lex	10_10	1	weight	5000	5000	nav	4_4	271	gekleurd
gekleurd.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.20746184168954884	-1.497455242820017	NA	NA	BOW	nobound	801	lex	10_10	1	weight	5000	5000	all	4_4	271	gekleurd
gekleurd.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-1.2236754348558117	-0.3576749814049824	NA	NA	BOW	nobound	801	lex	10_10	1	weight	FOC	616	nav	4_4	271	gekleurd
