_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_vector	soc_length_num	soc_soc_win	tokens	type	stress	foc_base	pam_cluster	is_medoid
haten.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.29351419258836403	0.13102571698516924	NA	NA	bound	310	lex	10_10	1	weight	nav_5000	5000	4_4	210	haten	0.28317203950596753	BOW	c1	0
haten.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3773010443645603	-0.21124508144894327	NA	NA	bound	310	lex	10_10	1	weight	all_5000	5000	4_4	210	haten	0.2790923614512149	BOW	c2	0
haten.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.2606441290661241	0.21562655368710099	NA	NA	bound	310	lex	10_10	1	weight	nav_FOC	234	4_4	210	haten	0.29354465355258463	BOW	c1	0
haten.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.26005279155864763	0.20897960190279424	NA	NA	bound	310	lex	10_10	1	weight	all_FOC	310	4_4	210	haten	0.29742826229250197	BOW	c1	0
haten.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.31292285472074355	0.06428232848904289	NA	NA	bound	310	lex	10_10	1	selection	nav_5000	5000	4_4	210	haten	0.27503021643053926	BOW	c1	0
haten.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3779827145335621	-0.25762185100395496	NA	NA	bound	310	lex	10_10	1	selection	all_5000	5000	4_4	210	haten	0.270260945496883	BOW	c2	0
haten.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.24703663810728665	0.19119735736181298	NA	NA	bound	310	lex	10_10	1	selection	nav_FOC	234	4_4	210	haten	0.2787261128323341	BOW	c1	0
haten.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.2444554135516903	0.19133329512378114	NA	NA	bound	310	lex	10_10	1	selection	all_FOC	310	4_4	210	haten	0.2794142893207076	BOW	c1	0
haten.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2112313252269941	0.21853477852093176	NA	NA	bound	600	lex	10_10	1	no	nav_5000	5000	4_4	216	haten	0.25649407259709994	BOW	c1	0
haten.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.3935367765894004	-0.27145108270096613	NA	NA	bound	600	lex	10_10	1	no	all_5000	5000	4_4	216	haten	0.2611718560264191	BOW	c2	0
haten.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1864732734202313	0.2327643550003552	NA	NA	bound	600	lex	10_10	1	no	nav_FOC	458	4_4	216	haten	0.2607652712638923	BOW	c1	0
haten.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.1871118759612051	0.25311952562426204	NA	NA	bound	600	lex	10_10	1	no	all_FOC	600	4_4	216	haten	0.2557195030133398	BOW	c1	0
haten.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.2220141221313944	0.05698761861060447	NA	NA	bound	451	all	10_10	1	weight	nav_5000	5000	4_4	228	haten	0.22660143594991047	BOW	c3	0
haten.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.1565015451335989	-0.14090203598857198	NA	NA	bound	451	all	10_10	1	weight	all_5000	5000	4_4	228	haten	0.26393647218167793	BOW	c3	0
haten.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.18775411554840743	0.1056347584939822	NA	NA	bound	451	all	10_10	1	weight	nav_FOC	234	4_4	228	haten	0.22308990502650328	BOW	c3	0
haten.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.21605699929519576	0.09148716047194404	NA	NA	bound	451	all	10_10	1	weight	all_FOC	451	4_4	228	haten	0.20560157520769284	BOW	c3	0
haten.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.09757654326251225	-0.06604415269314004	NA	NA	bound	451	all	10_10	1	selection	nav_5000	5000	4_4	228	haten	0.19752766586526768	BOW	c4	0
haten.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.06270105376462505	-0.32222733190451786	NA	NA	bound	451	all	10_10	1	selection	all_5000	5000	4_4	228	haten	0.25215354071705426	BOW	c5	0
haten.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.11305973128469113	0.06342948619104935	NA	NA	bound	451	all	10_10	1	selection	nav_FOC	234	4_4	228	haten	0.21334584679544744	BOW	c4	0
haten.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.13931185228234444	0.06335931152362657	NA	NA	bound	451	all	10_10	1	selection	all_FOC	451	4_4	228	haten	0.19930458111861382	BOW	c4	0
haten.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.05645618051989708	-0.1102452884535917	NA	NA	bound	841	all	10_10	1	no	nav_5000	5000	4_4	229	haten	0.18915760462233014	BOW	c4	0
haten.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-0.09551482636992176	-0.36251059268989605	NA	NA	bound	841	all	10_10	1	no	all_5000	5000	4_4	229	haten	0.22213409084304822	BOW	c5	0
haten.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.094533224991342	0.12194417710136984	NA	NA	bound	841	all	10_10	1	no	nav_FOC	458	4_4	229	haten	0.20528060035380383	BOW	c4	0
haten.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.11508769690984957	0.13395994503212846	NA	NA	bound	841	all	10_10	1	no	all_FOC	841	4_4	229	haten	0.19423354782474145	BOW	c4	0
haten.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.28506002823559606	0.0704950367331675	NA	NA	bound	245	lex	5_5	1	weight	nav_5000	5000	4_4	197	haten	0.2831341950396495	BOW	c1	0
haten.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3769062121840285	-0.1722018542787784	NA	NA	bound	245	lex	5_5	1	weight	all_5000	5000	4_4	197	haten	0.2874719470643518	BOW	c2	0
haten.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.2563948428963945	0.15752801178247808	NA	NA	bound	245	lex	5_5	1	weight	nav_FOC	180	4_4	197	haten	0.30448179681631893	BOW	c1	0
haten.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.2497798825336864	0.14848051137344423	NA	NA	bound	245	lex	5_5	1	weight	all_FOC	245	4_4	197	haten	0.3063624376301198	BOW	c1	0
haten.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.301685985701235	0.021362564781154805	NA	NA	bound	245	lex	5_5	1	selection	nav_5000	5000	4_4	197	haten	0.28019563071263137	BOW	c1	0
haten.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.39124404408348756	-0.22488305444244172	NA	NA	bound	245	lex	5_5	1	selection	all_5000	5000	4_4	197	haten	0.27846065021710514	BOW	c2	1
haten.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.24849546045662613	0.12387517453474292	NA	NA	bound	245	lex	5_5	1	selection	nav_FOC	180	4_4	197	haten	0.29138646108996646	BOW	c1	1
haten.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.2383953539993309	0.11100258074636435	NA	NA	bound	245	lex	5_5	1	selection	all_FOC	245	4_4	197	haten	0.29426114643267737	BOW	c1	0
