_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
haten.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-1.3478942759126507	0.08560735019827202	NA	NA	bound	310	lex	10_10	1	weight	5000	5000	nav	4_4	210	haten	0.23933186032006531	BOW
haten.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-1.3259476621019093	-0.7930629233016607	NA	NA	bound	310	lex	10_10	1	weight	5000	5000	all	4_4	210	haten	0.21489049522527304	BOW
haten.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-1.2915531399711673	0.6813924629678588	NA	NA	bound	310	lex	10_10	1	weight	FOC	234	nav	4_4	210	haten	0.2255744748523479	BOW
haten.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-1.260985508294958	0.6306617005320242	NA	NA	bound	310	lex	10_10	1	weight	FOC	310	all	4_4	210	haten	0.2250369924976997	BOW
haten.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-1.4707405274216998	-0.043312577511974766	NA	NA	bound	310	lex	10_10	1	selection	5000	5000	nav	4_4	210	haten	0.24716951506889562	BOW
haten.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-1.4448929596219446	-0.8021257568416101	NA	NA	bound	310	lex	10_10	1	selection	5000	5000	all	4_4	210	haten	0.2225880463578782	BOW
haten.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-1.310816374455149	0.5100219382170676	NA	NA	bound	310	lex	10_10	1	selection	FOC	234	nav	4_4	210	haten	0.2201573362437225	BOW
haten.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-1.310644622567943	0.47102918796686355	NA	NA	bound	310	lex	10_10	1	selection	FOC	310	all	4_4	210	haten	0.21742050224938764	BOW
haten.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-1.5726712573095025	0.06724495562119151	NA	NA	bound	600	lex	10_10	1	no	5000	5000	nav	4_4	216	haten	0.22752109541062995	BOW
haten.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-1.5600421282976749	-1.068419843726457	NA	NA	bound	600	lex	10_10	1	no	5000	5000	all	4_4	216	haten	0.22540952222269803	BOW
haten.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.2291836591400314	0.8136757419299031	NA	NA	bound	600	lex	10_10	1	no	FOC	458	nav	4_4	216	haten	0.21136996795872576	BOW
haten.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.2052091432043388	0.820586484721046	NA	NA	bound	600	lex	10_10	1	no	FOC	600	all	4_4	216	haten	0.2028134693062258	BOW
haten.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.726550009942561	0.5605602737692061	NA	NA	bound	451	all	10_10	1	weight	5000	5000	nav	4_4	228	haten	0.1583971348381978	BOW
haten.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.23310010355643979	-0.8699973680649351	NA	NA	bound	451	all	10_10	1	weight	5000	5000	all	4_4	228	haten	0.20015853953639037	BOW
haten.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.6976564373264859	0.8413747663885874	NA	NA	bound	451	all	10_10	1	weight	FOC	234	nav	4_4	228	haten	0.14792294473083467	BOW
haten.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.7521979780799027	0.774174532538594	NA	NA	bound	451	all	10_10	1	weight	FOC	451	all	4_4	228	haten	0.1460853122458846	BOW
haten.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.19723364271472757	-0.05343716763500468	NA	NA	bound	451	all	10_10	1	selection	5000	5000	nav	4_4	228	haten	0.20179780966835742	BOW
haten.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.3735266644815118	-1.4225568301087859	NA	NA	bound	451	all	10_10	1	selection	5000	5000	all	4_4	228	haten	0.24526543991372468	BOW
haten.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.27528444000001556	0.6786368532874488	NA	NA	bound	451	all	10_10	1	selection	FOC	234	nav	4_4	228	haten	0.16823978227160957	BOW
haten.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.3218599165483846	0.6340011041722082	NA	NA	bound	451	all	10_10	1	selection	FOC	451	all	4_4	228	haten	0.15726514262114077	BOW
haten.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.13663201591691557	-1.0065241551126949	NA	NA	bound	841	all	10_10	1	no	5000	5000	nav	4_4	229	haten	0.14679472621318992	BOW
haten.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-0.7643551471145787	-2.09267073614959	NA	NA	bound	841	all	10_10	1	no	5000	5000	all	4_4	229	haten	0.2236521202415205	BOW
haten.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.011273691045878368	1.1144323564478096	NA	NA	bound	841	all	10_10	1	no	FOC	458	nav	4_4	229	haten	0.14052769535044118	BOW
