_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
diskwalificeren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.24901929419149857	-0.0996485156154053	NA	NA	bound	364	lex	10_10	1	weight	5000	5000	nav	4_4	227	diskwalificeren	0.2432548854501234	BOW
diskwalificeren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2206362799355033	-0.013261580052647916	NA	NA	bound	364	lex	10_10	1	weight	5000	5000	all	4_4	227	diskwalificeren	0.24064444075564853	BOW
diskwalificeren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.20001593371498005	0.035727231332547967	NA	NA	bound	364	lex	10_10	1	weight	FOC	254	nav	4_4	227	diskwalificeren	0.23771832505129492	BOW
diskwalificeren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1864644463337718	0.0367874757380169	NA	NA	bound	364	lex	10_10	1	weight	FOC	364	all	4_4	227	diskwalificeren	0.23878581461640364	BOW
diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.19563721549748764	-0.0023229847136901636	NA	NA	bound	364	lex	10_10	1	selection	5000	5000	nav	4_4	227	diskwalificeren	0.23926435248766825	BOW
diskwalificeren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.16569065667564628	0.09988575592115961	NA	NA	bound	364	lex	10_10	1	selection	5000	5000	all	4_4	227	diskwalificeren	0.24271834070278764	BOW
diskwalificeren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1532699669495219	0.10238719286589848	NA	NA	bound	364	lex	10_10	1	selection	FOC	254	nav	4_4	227	diskwalificeren	0.23062966383130482	BOW
diskwalificeren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1473567571472036	0.10694526165638489	NA	NA	bound	364	lex	10_10	1	selection	FOC	364	all	4_4	227	diskwalificeren	0.23606255525265443	BOW
diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.24727402231602916	0.10040470394959648	NA	NA	bound	672	lex	10_10	1	no	5000	5000	nav	4_4	233	diskwalificeren	0.2323049795752264	BOW
diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.18203927840221737	0.2391814331819282	NA	NA	bound	672	lex	10_10	1	no	5000	5000	all	4_4	233	diskwalificeren	0.25183202010450884	BOW
diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1523952823976239	0.19373253700406795	NA	NA	bound	672	lex	10_10	1	no	FOC	478	nav	4_4	233	diskwalificeren	0.2318676515750779	BOW
diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.15060575655683722	0.1957687824121847	NA	NA	bound	672	lex	10_10	1	no	FOC	672	all	4_4	233	diskwalificeren	0.23189184623859926	BOW
