pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
1.7504191	1			912	!!/punct
2.4248953	1			458	!./name
-0.61872214	2			19257	!/name
-0.34909683	19	-0.78097063	5.0	142029	!/punct
-0.3034779	689	-0.29166612	281.0	4844510	"""/punct"
-1.6300167	2			52896	&/name
-0.43337554	1	0.4657364	1.0	8058	&/punct
-0.5480431	304	-0.6040911	116.0	2720890	'/punct
3.0593994	1			241	'78/noun
4.75734	1			44	'81/num
1.2884518	1			1406	'90/num
3.8332725	2	4.7356896	2.0	224	'97/name
0.7261011	1	1.6355821	1.0	2518	'99/noun
1.9434242	1			757	'99/num
-0.10222886	11	-0.49195933	3.0	62265	's/adv
-0.7698816	1			11206	's/det
-0.28564087	394	-0.44901407	137.0	2759129	(/punct
1.0564208	1			1772	)/name
-0.25624007	402	-0.55179983	121.0	2758869	)/punct
0.26929718	1	1.1747779	1.0	3950	)/tag
2.2757876	1	3.1719627	1.0	555	****/num
2.0571275	3			2003	***/num
2.307979	1	3.204776	1.0	530	**/num
0.20354722	26	0.36845407	13.0	117193	*/tag
4.1245303	1			86	*Informatie/noun
4.326557	1			67	*oordeel/noun
1.8461381	1			804	+/num
-1.0838789	1			15336	+/prep
4.67052	1			48	+3_pas/noun
-1.5818057	1			24958	,/name
-0.16170703	3013	-0.092854306	1301.0	18092245	,/punct
-0.17544064	12	0.007999693	6.0	75440	--/punct
-0.15066536	176	-0.074620694	77.0	1059446	-/punct
8.53125	1			1	-0,0464/num
3.8931284	1			104	-25/num
4.8884144	1			39	-26/num
7.144955	1			4	-30%/num
8.53125	1			1	-bestaande/noun
7.144955	1			4	-tekening/noun
4.5367255	1			55	............/num
-0.68773323	10	-0.98783666	3.0	103573	.../punct
-0.02560643	1	0.878348	1.0	5416	../punct
0.13054739	6195	0.21613446	2717.0	28225482	./punct
-0.8613789	1	0.0046084193	1.0	13088	//name
-0.5384932	5	-1.2606561	1.0	45910	//punct
3.9503722	1			99	0,11/num
2.5111976	1			417	0,15/num
0.40729168	1			3424	0,5/num
0.3099186	1	1.2168051	1.0	3803	0-0/noun
-1.4331801	1			21461	0-1/num
3.4353545	1			165	0-2_voorsprong/noun
8.53125	1	9.445783	1.0	1	00-33130837888/num
8.53125	1			1	00-49302970/3029719843/num
7.8381023	1	8.752636	1.0	2	010-4045425/num
7.2784867	1	8.19302	1.0	4	010-4364222/num
8.030475	1			2	013/55.44.20/num
9.1290865	1	9.915787	1.0	1	015-215-547/num
6.9218116	1	7.8363447	1.0	5	015-2150549/name
7.8381023	1			2	02-208.02.22/num
5.525567	1	6.425358	1.0	21	02-414.29.07/num
8.53125	1			1	02-526.28.20/num
8.000622	1	8.752636	1.0	2	02-773.05.92/num
8.53125	1			1	02/219.48.43/num
8.53125	1			1	02/475.47.71/num
6.7067003	1			7	02/513.41.04/num
8.53125	1			1	02/513.45.10.Dit/noun
8.53125	1	9.445783	1.0	1	02/513.77.44/num
6.4393854	1			9	02/515.20.00/num
8.53125	1			1	02/520/name
5.111885	1			31	020-6269945/num
9.1290865	1			1	0228317853/num
4.826251	1			42	023/num
6.451808	1	7.366341	1.0	8	024-3297070/num
6.2488675	1			10	024-3823110/num
7.8381023	1	8.752636	1.0	2	0294-261325/num
6.06315	1	6.880833	1.0	15	03-480.36.30/num
8.53125	1			1	03/204.12.00/num
8.000622	1			2	03/710.12.26/num
8.092995	1	8.960275	1.0	2	030-2535455/name
6.5433755	1	7.39809	1.0	8	030-2535455/num
8.53125	1			1	050-54.74.30/num
6.4393854	1			9	050/42.31.62/num
8.53125	1			1	051/22.88.27/num
8.53125	1	9.445783	1.0	1	053-4825060/num
8.53125	1			1	055-21.43.32/num
8.092995	1	8.960275	1.0	2	056-22.46.42/num
7.8634205	1			2	059/55/num
7.4494443	1	8.347171	1.0	3	0600/num
8.53125	1			1	078/78.11.11/num
4.7688875	1			50	09-223.00.00/num
3.2969377	1			210	09-267.28.28/num
8.53125	1	9.445783	1.0	1	0900-20506/num
7.4494443	1	8.157928	1.0	4	0900-260/num
3.4138548	1			176	0900-26060/num
8.53125	1			1	0900-278.79/num
8.53125	1			1	0900.866/num
8.53125	1			1	0900/10.007/num
6.756297	1			6	0900/10.321/num
3.1746633	1			215	1,08/num
7.8381023	1			2	1,1589/num
-0.36235735	1			7412	1,2/num
2.4309309	1			454	1,24/num
0.82268184	1	1.7260422	1.0	2265	1,25/num
-0.11191514	1			5767	1,3/num
0.7459549	2			4888	1,4/num
1.4563605	4	1.6655841	2.0	4810	1,6/num
0.05742339	1	0.960364	1.0	4868	1,8/num
4.079522	2	4.9841943	2.0	174	1,83/num
8.53125	2	8.752636	1.0	2	1,83miljoen/noun
-0.81876564	1			11643	1-1/num
1.2548201	6			8825	1.000/num
5.2578855	1	6.1499457	1.0	28	1.005/num
6.1798744	2	7.0944076	2.0	21	1.062/num
5.5380206	1	6.4500504	1.0	20	1.092/num
5.7712398	1			16	1.129/num
5.6834373	1	6.583582	1.0	18	1.163/num
4.9873962	1	5.8868694	1.0	36	1.199/num
2.9212286	1			275	1.2/num
0.5584217	1			2952	1.200/num
1.175353	1			1598	1.300/num
6.2286644	1			10	1.343/num
5.47961	3	5.2868996	1.0	64	1.380/num
6.5853395	1	7.4998727	1.0	7	1.398/num
1.1941825	1	2.0971951	1.0	1562	1.400/num
4.0630455	2	4.2752986	1.0	178	1.450/num
5.9663005	1	6.880833	1.0	13	1.577/num
1.2544858	1			1467	1.600/num
1.5757524	1			1073	1.700/num
2.4665346	1			442	1.900/num
8.53125	1			1	1.Vijf/noun
-2.3759332	1			56531	1/name
2.0635827	105	2.2200446	50.0	69141	1/noun
0.33702037	32	0.5454126	16.0	118827	1/num
