_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
gemeen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.9385476998709834	-0.2953940473618662	NA	NA	BOW	bound	534	lex	10_10	1	weight	5000	5000	nav	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.39272407672826076	-1.182810520956681	NA	NA	BOW	bound	534	lex	10_10	1	weight	5000	5000	all	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-1.0806375501902956	-0.06466278344112372	NA	NA	BOW	bound	534	lex	10_10	1	weight	FOC	390	nav	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-1.0876201755552017	-0.08185309720014598	NA	NA	BOW	bound	534	lex	10_10	1	weight	FOC	534	all	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.7528503073534397	-0.6617360013008584	NA	NA	BOW	bound	534	lex	10_10	1	selection	5000	5000	nav	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.0734376004681681	-1.5202114509741793	NA	NA	BOW	bound	534	lex	10_10	1	selection	5000	5000	all	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.8774676769716977	-0.37003261022168443	NA	NA	BOW	bound	534	lex	10_10	1	selection	FOC	390	nav	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.8772784061172502	-0.4021246300746104	NA	NA	BOW	bound	534	lex	10_10	1	selection	FOC	534	all	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.9183250682024106	-1.1843688602966986	NA	NA	BOW	bound	1026	lex	10_10	1	no	5000	5000	nav	4_4	295	gemeen
gemeen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.4464254954934672	-2.3092332163094498	NA	NA	BOW	bound	1026	lex	10_10	1	no	5000	5000	all	4_4	295	gemeen
gemeen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.9508309913687285	-0.842030299740717	NA	NA	BOW	bound	1026	lex	10_10	1	no	FOC	748	nav	4_4	295	gemeen
gemeen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.9470462996182775	-0.8731554334154921	NA	NA	BOW	bound	1026	lex	10_10	1	no	FOC	1026	all	4_4	295	gemeen
gemeen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.3229040910523474	-0.3767980066518733	NA	NA	BOW	bound	682	all	10_10	1	weight	5000	5000	nav	4_4	295	gemeen
gemeen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.47885341387801716	-0.9859613857653887	NA	NA	BOW	bound	682	all	10_10	1	weight	5000	5000	all	4_4	295	gemeen
