_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
gemeen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1455692585879996	-0.02738761900959474	NA	NA	BOW	bound	534	lex	10_10	1	weight	5000	5000	nav	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.14335776652099744	-0.11642739076525434	NA	NA	BOW	bound	534	lex	10_10	1	weight	5000	5000	all	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.15708765413719153	0.012403430250605073	NA	NA	BOW	bound	534	lex	10_10	1	weight	FOC	390	nav	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.156939948393176	0.005429911760621824	NA	NA	BOW	bound	534	lex	10_10	1	weight	FOC	534	all	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.153606816087868	0.09083994431900755	NA	NA	BOW	bound	534	lex	10_10	1	selection	5000	5000	nav	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.13323839976688637	-0.2173863755242024	NA	NA	BOW	bound	534	lex	10_10	1	selection	5000	5000	all	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.14299013586535744	0.07537172163871302	NA	NA	BOW	bound	534	lex	10_10	1	selection	FOC	390	nav	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.14408675792370887	0.07207652779627334	NA	NA	BOW	bound	534	lex	10_10	1	selection	FOC	534	all	4_4	292	gemeen
gemeen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.11367955432422823	0.16862998307625993	NA	NA	BOW	bound	1026	lex	10_10	1	no	5000	5000	nav	4_4	295	gemeen
gemeen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.1165191558281078	-0.49644588422615743	NA	NA	BOW	bound	1026	lex	10_10	1	no	5000	5000	all	4_4	295	gemeen
gemeen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.11841746970623455	0.11841436147463007	NA	NA	BOW	bound	1026	lex	10_10	1	no	FOC	748	nav	4_4	295	gemeen
gemeen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.1186234351157009	0.12247436706979785	NA	NA	BOW	bound	1026	lex	10_10	1	no	FOC	1026	all	4_4	295	gemeen
gemeen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.13388767011827438	-0.04710986907068133	NA	NA	BOW	bound	682	all	10_10	1	weight	5000	5000	nav	4_4	295	gemeen
gemeen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.09896443503875343	-0.12371064105303342	NA	NA	BOW	bound	682	all	10_10	1	weight	5000	5000	all	4_4	295	gemeen
gemeen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.14228739533469292	-0.008864834972983963	NA	NA	BOW	bound	682	all	10_10	1	weight	FOC	390	nav	4_4	295	gemeen
gemeen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.13017419995423213	-0.011530360386292985	NA	NA	BOW	bound	682	all	10_10	1	weight	FOC	682	all	4_4	295	gemeen
gemeen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.023743590865537845	0.14654762657896167	NA	NA	BOW	bound	682	all	10_10	1	selection	5000	5000	nav	4_4	295	gemeen
gemeen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.21920889475932753	-0.2969164357012524	NA	NA	BOW	bound	682	all	10_10	1	selection	5000	5000	all	4_4	295	gemeen
gemeen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.061012239865002864	0.08822998453177229	NA	NA	BOW	bound	682	all	10_10	1	selection	FOC	390	nav	4_4	295	gemeen
gemeen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.057121738612201045	0.10301596884041944	NA	NA	BOW	bound	682	all	10_10	1	selection	FOC	682	all	4_4	295	gemeen
gemeen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.05487282715830321	0.2675166979637957	NA	NA	BOW	bound	1358	all	10_10	1	no	5000	5000	nav	4_4	295	gemeen
gemeen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.4888625881241526	-0.29410841228196966	NA	NA	BOW	bound	1358	all	10_10	1	no	5000	5000	all	4_4	295	gemeen
gemeen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.03509200704057447	0.16579667555070782	NA	NA	BOW	bound	1358	all	10_10	1	no	FOC	748	nav	4_4	295	gemeen
gemeen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.029487764036342366	0.20093503661429868	NA	NA	BOW	bound	1358	all	10_10	1	no	FOC	1358	all	4_4	295	gemeen
gemeen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1444691536825265	-0.022688100039111293	NA	NA	BOW	bound	446	lex	5_5	1	weight	5000	5000	nav	4_4	290	gemeen
gemeen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.14658516953124617	-0.1243278702826747	NA	NA	BOW	bound	446	lex	5_5	1	weight	5000	5000	all	4_4	290	gemeen
gemeen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.17170710016955337	0.021826307600451105	NA	NA	BOW	bound	446	lex	5_5	1	weight	FOC	318	nav	4_4	290	gemeen
gemeen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1677973847029215	0.012381281884270519	NA	NA	BOW	bound	446	lex	5_5	1	weight	FOC	446	all	4_4	290	gemeen
gemeen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.13941168101380544	0.05872935810598985	NA	NA	BOW	bound	446	lex	5_5	1	selection	5000	5000	nav	4_4	290	gemeen
gemeen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.13421664874840777	-0.1912716197880173	NA	NA	BOW	bound	446	lex	5_5	1	selection	5000	5000	all	4_4	290	gemeen
gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1379270473567988	0.05355760702453178	NA	NA	BOW	bound	446	lex	5_5	1	selection	FOC	318	nav	4_4	290	gemeen
gemeen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.13917019515949275	0.05145910818731249	NA	NA	BOW	bound	446	lex	5_5	1	selection	FOC	446	all	4_4	290	gemeen
gemeen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.12793693314091953	0.09451269188376421	NA	NA	BOW	bound	634	lex	5_5	1	no	5000	5000	nav	4_4	294	gemeen
gemeen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.09902166597656409	-0.3194336255207015	NA	NA	BOW	bound	634	lex	5_5	1	no	5000	5000	all	4_4	294	gemeen
gemeen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.12367876543862488	0.06898825372463818	NA	NA	BOW	bound	634	lex	5_5	1	no	FOC	462	nav	4_4	294	gemeen
