_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_vector	soc_length_num	soc_soc_win	tokens	type	stress	foc_base	pam_cluster	is_medoid
herinneren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.4507738167777158	-0.005930682514092439	NA	NA	bound	297	lex	10_10	1	weight	nav_5000	5000	4_4	222	herinneren	0.25842376772120224	BOW	c1	0
herinneren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.5094832282713024	-0.16881139926005098	NA	NA	bound	297	lex	10_10	1	weight	all_5000	5000	4_4	222	herinneren	0.26642535167265385	BOW	c2	0
herinneren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.4536996416622992	0.005292986175560194	NA	NA	bound	297	lex	10_10	1	weight	nav_FOC	199	4_4	222	herinneren	0.27703827676063086	BOW	c1	0
herinneren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.4567118215022323	-0.004397102706308336	NA	NA	bound	297	lex	10_10	1	weight	all_FOC	297	4_4	222	herinneren	0.26897449213187385	BOW	c1	0
herinneren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.3965630888198872	0.06385028580287987	NA	NA	bound	297	lex	10_10	1	selection	nav_5000	5000	4_4	222	herinneren	0.2588992295229017	BOW	c1	0
herinneren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.42951783568169644	-0.2767638503658752	NA	NA	bound	297	lex	10_10	1	selection	all_5000	5000	4_4	222	herinneren	0.26525710565696975	BOW	c2	0
herinneren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.40943223951360247	0.047310262638491585	NA	NA	bound	297	lex	10_10	1	selection	nav_FOC	199	4_4	222	herinneren	0.2738716229895268	BOW	c1	0
herinneren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.42159744395764714	0.02936904969587194	NA	NA	bound	297	lex	10_10	1	selection	all_FOC	297	4_4	222	herinneren	0.2638127614668167	BOW	c1	0
herinneren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.3797663478312055	0.18439187424967696	NA	NA	bound	706	lex	10_10	1	no	nav_5000	5000	4_4	239	herinneren	0.26515057565740907	BOW	c3	0
herinneren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.41595063310320535	0.45450334685314187	NA	NA	bound	706	lex	10_10	1	no	all_5000	5000	4_4	239	herinneren	0.2719600824640295	BOW	c2	0
herinneren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.37063137108700916	0.1779927593578894	NA	NA	bound	706	lex	10_10	1	no	nav_FOC	522	4_4	239	herinneren	0.2703480249119879	BOW	c3	0
herinneren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.3845591249315284	0.1581616056145526	NA	NA	bound	706	lex	10_10	1	no	all_FOC	706	4_4	239	herinneren	0.26565939283736156	BOW	c3	0
herinneren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.35735366449481865	-0.030050211227774477	NA	NA	bound	461	all	10_10	1	weight	nav_5000	5000	4_4	240	herinneren	0.15520782497850405	BOW	c4	0
herinneren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.3598679081307967	-0.01547655752955042	NA	NA	bound	461	all	10_10	1	weight	all_5000	5000	4_4	240	herinneren	0.2026695610664219	BOW	c4	0
herinneren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.2952619707075756	-0.019893914094839354	NA	NA	bound	461	all	10_10	1	weight	nav_FOC	199	4_4	240	herinneren	0.19405629619913267	BOW	c4	0
herinneren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.29843293431422224	-0.021984389465948346	NA	NA	bound	461	all	10_10	1	weight	all_FOC	461	4_4	240	herinneren	0.17692483026271444	BOW	c4	0
herinneren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.22295708740079892	0.016127674062587433	NA	NA	bound	461	all	10_10	1	selection	nav_5000	5000	4_4	240	herinneren	0.2052909983079829	BOW	c4	0
herinneren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.17697561618211707	0.17563094748663127	NA	NA	bound	461	all	10_10	1	selection	all_5000	5000	4_4	240	herinneren	0.25414418286074314	BOW	c5	0
herinneren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.06722547469382241	0.023585353625762386	NA	NA	bound	461	all	10_10	1	selection	nav_FOC	199	4_4	240	herinneren	0.23853090081970682	BOW	c5	0
herinneren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.09470556950693852	0.0193523169251587	NA	NA	bound	461	all	10_10	1	selection	all_FOC	461	4_4	240	herinneren	0.21754887250213392	BOW	c5	0
herinneren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.09995181191411734	0.14778190467601718	NA	NA	bound	1046	all	10_10	1	no	nav_5000	5000	4_4	240	herinneren	0.25436798528511756	BOW	c5	0
herinneren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-0.12928424225418012	0.5287530356128666	NA	NA	bound	1046	all	10_10	1	no	all_5000	5000	4_4	240	herinneren	0.2577769160130147	BOW	c3	0
herinneren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.045830122841066426	0.15721675235207822	NA	NA	bound	1046	all	10_10	1	no	nav_FOC	522	4_4	240	herinneren	0.24124770395981657	BOW	c6	0
herinneren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.04397760048080106	0.1769969638872401	NA	NA	bound	1046	all	10_10	1	no	all_FOC	1046	4_4	240	herinneren	0.22995306953755415	BOW	c6	0
herinneren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.40846921471986863	-0.06024871489612449	NA	NA	bound	217	lex	5_5	1	weight	nav_5000	5000	4_4	203	herinneren	0.2547631486465068	BOW	c1	0
herinneren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.44448108357231697	-0.19897282615420164	NA	NA	bound	217	lex	5_5	1	weight	all_5000	5000	4_4	203	herinneren	0.2570360064706484	BOW	c2	0
herinneren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.40989705988614106	-0.051085293310567735	NA	NA	bound	217	lex	5_5	1	weight	nav_FOC	148	4_4	203	herinneren	0.272697055754501	BOW	c1	0
herinneren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.4222321817933449	-0.060985119597692324	NA	NA	bound	217	lex	5_5	1	weight	all_FOC	217	4_4	203	herinneren	0.2646333102397902	BOW	c1	0
herinneren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.3617594097514587	-0.036511676878212024	NA	NA	bound	217	lex	5_5	1	selection	nav_5000	5000	4_4	203	herinneren	0.26055993146352646	BOW	c1	0
herinneren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3821107804550489	-0.21596116908731378	NA	NA	bound	217	lex	5_5	1	selection	all_5000	5000	4_4	203	herinneren	0.2599534611024468	BOW	c2	1
herinneren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.3768721102762534	-0.03762519429980084	NA	NA	bound	217	lex	5_5	1	selection	nav_FOC	148	4_4	203	herinneren	0.2754326462716055	BOW	c1	0
herinneren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.3941018320409575	-0.04688242755144028	NA	NA	bound	217	lex	5_5	1	selection	all_FOC	217	4_4	203	herinneren	0.26689539069694773	BOW	c1	1
herinneren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.37472981892361273	0.029225808490797194	NA	NA	bound	415	lex	5_5	1	no	nav_5000	5000	4_4	234	herinneren	0.26695538242633654	BOW	c1	0
herinneren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.41773023165493833	-0.3283506762395618	NA	NA	bound	415	lex	5_5	1	no	all_5000	5000	4_4	234	herinneren	0.26359841646869775	BOW	c2	0
herinneren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.35455767029179697	0.0469117069405077	NA	NA	bound	415	lex	5_5	1	no	nav_FOC	300	4_4	234	herinneren	0.27835812419323863	BOW	c1	0
herinneren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.3706752547408414	0.015469889298340561	NA	NA	bound	415	lex	5_5	1	no	all_FOC	415	4_4	234	herinneren	0.26676100585267704	BOW	c1	0
herinneren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.3460895172212074	-0.07279889576558732	NA	NA	bound	343	all	5_5	1	weight	nav_5000	5000	4_4	240	herinneren	0.17676607835648173	BOW	c4	0
herinneren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	0.34271833857119305	-0.06011268615075908	NA	NA	bound	343	all	5_5	1	weight	all_5000	5000	4_4	240	herinneren	0.21161443251842724	BOW	c4	0
herinneren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.28288581810844565	-0.0669574470673156	NA	NA	bound	343	all	5_5	1	weight	nav_FOC	148	4_4	240	herinneren	0.19114443704148354	BOW	c4	0
