pmi10	raw_co10_x	pmi4	raw_co10_y	raw_freq	cw
-0.60758007	16	-0.869256	5.0	19257	!/name
-0.00054312614	213	0.017726686	88.0	142029	!/punct
-0.08189969	6803	-0.11728487	2649.0	4844510	"""/punct"
2.0120974	4	1.5243787	1.0	352	$/num
3.8238928	1			14	$1,7/num
1.8047132	1	2.6909838	1.0	110	$1/num
7.060787	1	7.846585	1.0	1	$10,69/num
3.0338135	2	3.2414145	1.0	63	$100/num
5.076656	1	5.990287	1.0	4	$108/num
6.46295	1	7.376581	1.0	1	$11/16/num
5.224576	1	6.088727	1.0	4	$119/num
4.3835087	1			8	$120/num
5.769803	1			2	$16.000/num
6.46295	1			1	$19,62/num
5.0642333	1			5	$199/num
2.8780434	1	3.7724428	1.0	37	$2,5/num
6.973776	1	7.6642632	1.0	1	$2,6875/num
6.46295	1			1	$22,91/num
3.7188895	1	4.627709	1.0	16	$23/num
2.51846	1			55	$25/num
7.060787	1	7.846585	1.0	1	$28,89/num
4.6711907	1			6	$3,7/num
2.3087656	1			66	$30/num
5.364338	1			3	$35.000/num
3.0819554	1			30	$35/num
3.8132355	1	4.7110906	1.0	15	$38/num
5.168223	1	5.990287	1.0	4	$5,50/num
2.708166	2	3.6066978	2.0	87	$5/num
2.4786065	1	3.3738039	1.0	55	$50/num
6.46295	1	7.376581	1.0	1	$57,30/num
3.4482327	3	3.9305696	2.0	63	$6/num
7.060787	1			1	$62,97/num
6.46295	1			1	$68,68/num
4.0119452	1	4.912728	1.0	12	$7,5/num
3.1433244	1	4.048851	1.0	28	$75/num
4.8535123	1	5.7671432	1.0	5	$81/num
4.5758805	1	5.4670386	1.0	7	$89/num
2.146129	1			78	%/adj
-0.1619115	1			789	%/noun
2.822736	1	3.7162297	1.0	41	&/adj
0.039353512	84	-0.78336316	15.0	52896	&/name
-0.31324315	2	-0.114715725	1.0	1846	&/noun
-0.55576485	7	-0.21717085	4.0	8058	&/punct
4.788974	3			16	&Gabbana/name
3.327456	1			23	&Gall/name
4.5170403	2			14	&Laag/name
2.6971097	1			44	&Spencer/name
0.23552461	1			518	&Van/name
6.46295	1	7.376581	1.0	1	&Wittney/name
1.4796861	1			147	&Young/name
6.46295	1	7.376581	1.0	1	&stevig/noun
-0.04861363	3963	-0.009903238	1664.0	2720890	'/punct
2.0629609	1			82	'10/num
0.86120045	1	1.7666515	1.0	274	'20/num
0.50568897	1	1.4149317	1.0	389	'30/num
2.7252805	1			42	'41/noun
0.5373584	2	1.4448334	2.0	756	'50/num
2.0623472	1			82	'58/name
-0.5718341	1			1143	'60/num
0.8087082	2			574	'68/noun
