_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
helpen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.18835410089263785	0.08152659576156984	NA	NA	bound	355	lex	10_10	1	weight	5000	5000	nav	4_4	218	helpen	0.2537577588509305	BOW
helpen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2783585683577238	-0.073491515972852	NA	NA	bound	355	lex	10_10	1	weight	5000	5000	all	4_4	218	helpen	0.2744774161165225	BOW
helpen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.14023502715606923	0.1876052198140473	NA	NA	bound	355	lex	10_10	1	weight	FOC	256	nav	4_4	218	helpen	0.26715669132174563	BOW
helpen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1402004212810699	0.17845245449900426	NA	NA	bound	355	lex	10_10	1	weight	FOC	355	all	4_4	218	helpen	0.2618534339084531	BOW
helpen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.21138816812433525	0.07815107731295753	NA	NA	bound	355	lex	10_10	1	selection	5000	5000	nav	4_4	218	helpen	0.2458480276874278	BOW
helpen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.30112187475613467	-0.0915763364586542	NA	NA	bound	355	lex	10_10	1	selection	5000	5000	all	4_4	218	helpen	0.2585103020393394	BOW
helpen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.15532005497351692	0.19825655026121036	NA	NA	bound	355	lex	10_10	1	selection	FOC	256	nav	4_4	218	helpen	0.25393070570159954	BOW
helpen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1554174903823269	0.1928659301927038	NA	NA	bound	355	lex	10_10	1	selection	FOC	355	all	4_4	218	helpen	0.2484059513901077	BOW
helpen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.309731178662831	0.07395313513505129	NA	NA	bound	741	lex	10_10	1	no	5000	5000	nav	4_4	228	helpen	0.26632362238316254	BOW
helpen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.41810549520882695	-0.23920503816271732	NA	NA	bound	741	lex	10_10	1	no	5000	5000	all	4_4	228	helpen	0.25873138599130674	BOW
helpen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1415166560327083	0.25296690285793927	NA	NA	bound	741	lex	10_10	1	no	FOC	565	nav	4_4	228	helpen	0.2674296573838605	BOW
helpen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.13186351492800802	0.24594088366556502	NA	NA	bound	741	lex	10_10	1	no	FOC	741	all	4_4	228	helpen	0.25857307300597787	BOW
helpen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.28933212110905626	0.0491743567902075	NA	NA	bound	478	all	10_10	1	weight	5000	5000	nav	4_4	229	helpen	0.22655783167857232	BOW
helpen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.008690252250578583	-0.18573271457280371	NA	NA	bound	478	all	10_10	1	weight	5000	5000	all	4_4	229	helpen	0.25953018277825307	BOW
helpen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.24756042305322182	0.10646862380099195	NA	NA	bound	478	all	10_10	1	weight	FOC	256	nav	4_4	229	helpen	0.2265861025804426	BOW
helpen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.21008909818884855	0.09774894806133223	NA	NA	bound	478	all	10_10	1	weight	FOC	478	all	4_4	229	helpen	0.22231416705686363	BOW
helpen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.16644748540781598	0.013614725856310777	NA	NA	bound	478	all	10_10	1	selection	5000	5000	nav	4_4	229	helpen	0.22818172043102294	BOW
helpen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.09686710379463957	-0.25398057096015975	NA	NA	bound	478	all	10_10	1	selection	5000	5000	all	4_4	229	helpen	0.25753722430539056	BOW
helpen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.17207898424172793	0.11467918620403247	NA	NA	bound	478	all	10_10	1	selection	FOC	256	nav	4_4	229	helpen	0.21180379025902124	BOW
helpen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.14231963337959835	0.10601134478934103	NA	NA	bound	478	all	10_10	1	selection	FOC	478	all	4_4	229	helpen	0.20316440419128956	BOW
helpen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.33424299052239487	-0.13668040890878758	NA	NA	bound	1026	all	10_10	1	no	5000	5000	nav	4_4	233	helpen	0.2030576789096796	BOW
helpen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-0.10632725102218975	-0.5005164360072331	NA	NA	bound	1026	all	10_10	1	no	5000	5000	all	4_4	233	helpen	0.23074896789183652	BOW
helpen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.21946749296839238	0.19012935237565873	NA	NA	bound	1026	all	10_10	1	no	FOC	565	nav	4_4	233	helpen	0.20915610857311467	BOW
helpen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.19100615910902893	0.20342778586855437	NA	NA	bound	1026	all	10_10	1	no	FOC	1026	all	4_4	233	helpen	0.19938034545465955	BOW
helpen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.19456060593094507	0.06606281328453453	NA	NA	bound	254	lex	5_5	1	weight	5000	5000	nav	4_4	211	helpen	0.24711696077110373	BOW
helpen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.24917662023587894	-0.05385033206302802	NA	NA	bound	254	lex	5_5	1	weight	5000	5000	all	4_4	211	helpen	0.2735339659154398	BOW
helpen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.16041263205478085	0.15146222948184987	NA	NA	bound	254	lex	5_5	1	weight	FOC	186	nav	4_4	211	helpen	0.26229924159650486	BOW
helpen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1618678235067905	0.14588485007356874	NA	NA	bound	254	lex	5_5	1	weight	FOC	254	all	4_4	211	helpen	0.25903724906466014	BOW
helpen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.20410617711629245	0.06100657327825902	NA	NA	bound	254	lex	5_5	1	selection	5000	5000	nav	4_4	211	helpen	0.24324312685060046	BOW
helpen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.26540851654779474	-0.06703742735230185	NA	NA	bound	254	lex	5_5	1	selection	5000	5000	all	4_4	211	helpen	0.2642071196519142	BOW
helpen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.17145014055955002	0.1528495492094415	NA	NA	bound	254	lex	5_5	1	selection	FOC	186	nav	4_4	211	helpen	0.2565906624987979	BOW
helpen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.17190901012035134	0.1499287637530157	NA	NA	bound	254	lex	5_5	1	selection	FOC	254	all	4_4	211	helpen	0.2506469248267323	BOW
helpen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.2613195235653991	0.063810628709918	NA	NA	bound	459	lex	5_5	1	no	5000	5000	nav	4_4	225	helpen	0.26917858467501615	BOW
helpen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.3680577239668454	-0.13993283453556588	NA	NA	bound	459	lex	5_5	1	no	5000	5000	all	4_4	225	helpen	0.2711266195782315	BOW
helpen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.22634436336153102	0.13654510779322673	NA	NA	bound	459	lex	5_5	1	no	FOC	354	nav	4_4	225	helpen	0.26619534658969185	BOW
helpen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.22439050455351303	0.14505099960060294	NA	NA	bound	459	lex	5_5	1	no	FOC	459	all	4_4	225	helpen	0.2570216627120157	BOW
helpen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.2235713266950476	0.04357756438711183	NA	NA	bound	350	all	5_5	1	weight	5000	5000	nav	4_4	229	helpen	0.21755173857490442	BOW
helpen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.03095671262383388	-0.15221764269455829	NA	NA	bound	350	all	5_5	1	weight	5000	5000	all	4_4	229	helpen	0.2614467161836433	BOW
helpen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.18939565453250265	0.10536612103274638	NA	NA	bound	350	all	5_5	1	weight	FOC	186	nav	4_4	229	helpen	0.2389954222671774	BOW
helpen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.1577674289310647	0.09709380936003333	NA	NA	bound	350	all	5_5	1	weight	FOC	350	all	4_4	229	helpen	0.22765931319979088	BOW
helpen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.1147327048770248	0.01094238545091817	NA	NA	bound	350	all	5_5	1	selection	5000	5000	nav	4_4	229	helpen	0.23455224741299222	BOW
helpen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.10574895705013118	-0.20522053352404823	NA	NA	bound	350	all	5_5	1	selection	5000	5000	all	4_4	229	helpen	0.2671873423975773	BOW
helpen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.11914126911940295	0.10009641030454643	NA	NA	bound	350	all	5_5	1	selection	FOC	186	nav	4_4	229	helpen	0.23568683292332707	BOW
helpen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.09568428393297859	0.09562728666536409	NA	NA	bound	350	all	5_5	1	selection	FOC	350	all	4_4	229	helpen	0.22604215685355578	BOW
helpen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	0.13047559520087373	-0.10655993268791543	NA	NA	bound	634	all	5_5	1	no	5000	5000	nav	4_4	233	helpen	0.23605735080925594	BOW
helpen.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	-0.15285399337977112	-0.37901070847696733	NA	NA	bound	634	all	5_5	1	no	5000	5000	all	4_4	233	helpen	0.2537951177637975	BOW
helpen.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.08967039258879891	0.041732484137479035	NA	NA	bound	634	all	5_5	1	no	FOC	354	nav	4_4	233	helpen	0.2312582272668469	BOW
