vernietig/verb_pmi10	verniel/verb_pmi10	raw_co10_x	vernietig/verb_pmi4	verniel/verb_pmi4	raw_co10_y	raw_freq	cw
	7.4758267	0				2	Nicolaasavond/name
0.13406649		4	0.34856492		2.0	7655	Nicolas/name
	-0.43117177	0				5572	Nicole/name
1.6190089		1				446	Nicolien/name
	1.5601637	0		2.461986	0.0	756	Niek/name
	3.6025443	0				98	Niemandsland/name
	2.2113245	0				392	Niet/UNKNOWN
	1.6395549	0		2.5337548	0.0	703	Niet/name
-0.012497126		1	0.9013767		1.0	2216	Niet/vg
6.9807706		2				4	Niet_getest/adj
7.673918		1	8.58989		1.0	1	Niet_industrieel/adj
6.757627		1				3	Nietsontziende/adj
0.41666818		1				1431	Nietzsche/name
1.0328008	1.5278568	1	1.9394486	2.4279451	1.0	778	Nieuw-Guinea/name
	1.5957825	0				731	Nieuw-Zeelander/noun
0.16583432	-0.43772188	3	-0.028573517		1.0	5607	Nieuw/name
4.6341686		1				22	Nieuw/noun
-1.199757	-0.29923576	2	-0.29669264	-0.5013432	2.0	14667	Nieuwe/name
	1.3036041	0		2.2008321	0.0	979	Nieuwendijk/name
	1.9463974	0				517	Nieuwenhove/name
0.32561976		1				1590	Nieuwenhoven/name
	2.7343788	0				231	Nieuwenhuizen/name
1.2639073		1				623	Nieuwenhuyzen/name
	1.8881098	0				542	Nieuwezijds/name
	5.9717493	0		6.881161	0.0	9	Nieuwgoedlaan/name
	2.3825366	0				332	Nieuwland/name
	4.6036754	0		5.477655	0.0	37	Nieuwolda/name
	1.6564964	0		1.9822339	0.0	4900	Nieuwpoort/name
	2.1810153	0				414	Nieuwpoortse/adj
	5.5052238	0		6.4042373	0.0	15	Nieuwsdienst/name
1.0225396	0.8244485	2				1573	Nieuwstraat/noun
0.5716653		1	1.4778676		1.0	1240	Nigel/name
	1.5427197	0		2.4398181	0.0	770	Niger/name
	3.9598136	0				69	Niger_delta/noun
0.5144022	0.31631112	4				5296	Nigeria/name
-0.29853112		1				3007	Nigeriaans/adj
	0.12457205	0				3194	Nihoul/name
3.9775662		1				42	Niigata/name
	1.7624239	0		2.6634936	0.0	614	Nijl/name
	5.278602	0				18	Nijldelta/name
	0.11472118	0				3272	Nijlen/name
	2.5140314	0		3.383392	0.0	304	Nijlense/adj
	4.079642	0		4.288813	0.0	121	Nijman/name
0.1885383		1				1840	Nijmeegs/adj
-1.1053166	-0.6102606	1	-0.2017677		1.0	6707	Nijs/name
	2.7185793	0		3.6134953	0.0	237	Nijverheidsstraat/noun
	5.0962806	0		5.9873433	0.0	22	Nijverheidstraat/name
7.673918		1				1	Nike-reklamefilmpje/name
-0.346024		1				3105	Nike/name
	1.2768906	0		2.1731339	0.0	1013	Niki/name
2.6983914		2	2.906735		1.0	298	Nikkel/name
	1.8460495	0				562	Niklaas/name
	2.157584	0		3.0564528	0.0	419	Nikolic/name
	7.4758267	0				2	Nilphamari/name
3.9566936		1				43	Nimbus/name
4.8407044		1				17	Nimby_procedure/noun
	8.168974	0				1	Nimme/name
0.71761036	2.3112788	1		3.198435	0.0	1089	Ninoofse/adj
3.083861		1				107	Ninoofse/name
	2.5757504	0				281	Ninoofsesteenweg/name
	1.4990315	0				801	Ninoofsesteenweg/noun
-1.1690407	1.52324	1		0.9042114	0.0	7220	Ninove/name
5.482264		1				9	Nintendo_spel/noun
1.7429997		1				383	Niod/name
5.5820537		4	6.199599		3.0	33	Nir/name
	3.1215246	0		4.013815	0.0	318	Nis/name
	1.3294259	0		1.8191379	0.0	2886	Nissan/name
	5.881502	0		6.715176	0.0	11	Nissan_garage/noun
2.0909855		1				270	Nivel/name
4.8827524		2	5.1009865		1.0	33	Nixon/det
0.8612151		2				1838	Nixon/name
1.9373454		1	2.8393028		1.0	318	Nizar/name
3.8366182		1				47	Ni/name
	2.4025295	0				328	Niño/name
-0.64378744	-0.1487314	1	0.26488623		1.0	4155	No/name
1.7399498		1				384	Noach/name
5.34664		2	5.557343		1.0	21	Noailles/name
4.248028		1	5.155902		1.0	31	Nobele/name
-0.44678998		1				3486	Nobelprijs/noun
0.37118542		1				1522	Nobelprijswinnaar/noun
	5.124451	0				21	Nobre/name
6.2876234		1				4	Nod2_gen/noun
6.2876234		1				4	Nokia-batterijen/name
	-0.12508841	0				4110	Nokia/name
2.7550323		1	3.6653566		1.0	138	Nola/name
6.9807706		1	7.8967423		1.0	2	Nood_Frans/adj
7.673918		1	8.58989		1.0	1	Noodremtrekkers/name
3.9900508		1				41	Noodzakelijke/name
	0.20624463	0				2917	Noor/noun
2.9329062		1	3.844957		1.0	116	Noor_man/noun
0.36547536		1				1541	Noord-/name
	5.866389	0				10	Noord-Afrikanen/name
0.2943791		1				1655	Noord-Brabant/name
3.6152003		1	4.516598		1.0	59	Noord-Carolina/name
0.7136174		1	1.618338		1.0	1074	Noord-Frankrijk/name
1.2351532	0.631597	6	0.34188363	0.83038026	1.0	3875	Noord-Holland/name
0.33636245	0.13827135	2	0.5399037		1.0	3177	Noord-Ierland/name
1.5546098		2				922	Noord-Irak/name
4.160881		1				34	Noord-Israel/name
4.2239304		1				32	Noord-Kaukasus/noun
0.8705974		6				5568	Noord-Korea/name
1.1645526		1	2.0633945		1.0	689	Noord-Limburg/name
	4.320956	0				47	Noord-Mitrovica/name
7.086131		1	7.8967423		1.0	2	Noord-Rijnland-Westfalen/noun
3.5955331		2				122	Noord-Spanje/name
2.6821256		2	2.8948953		1.0	300	Noord-Zuid_lijn/noun
2.0577285		5	2.0402386		2.0	1411	Noord/Zuidlijn/name
-1.1426169	-0.6475608	1	-0.2394834		1.0	6895	Noord/name
1.6980745	2.1931305	1		3.09382	0.0	399	Noord_Afrikaan/noun
2.515725		1				178	Noord_Engels/adj
	1.137851	0				1148	Noord_Frans/adj
	2.3767226	0				333	Noord_Ier/noun
	3.556828	0				104	Noord_Indiaas/adj
	5.7486057	0				12	Noord_Kosovaars/adj
0.7912238	1.2862799	1		2.188922	0.0	985	Noordafrikaans/adj
	2.5560281	0				281	Noordbrabants/name
	4.4408736	0				42	Noordduinen/name
0.52231467		2				2593	Noordelijke/name
0.6619826	1.8501859	2				2254	Noorden/name
4.5084424		1	5.4118357		1.0	24	Noordenveld/name
	2.2510211	0				380	Noorderwijk/name
	1.855154	0				566	Noordkoreaan/noun
1.3173182		3	1.1215901		1.0	1773	Noordkoreaans/adj
	2.454581	0				308	Noordlaan/noun
5.4173765		1	6.3255253		1.0	10	Noordoost-Italië/name
	8.168974	0				1	Noordoost_Nigeriaans/adj
	2.589999	0				272	Noordoostpolder/name
1.1603909		1	2.0681643		1.0	682	Noordrijn-Westfalen/name
	2.5138564	0		3.4154255	0.0	290	Noordstation/name
	2.707369	0				481	Noordstraat/name
6.9807706		1	7.8967423		1.0	2	Noordwest-Argentinië/name
	0.8967837	0		1.789629	0.0	1480	Noordwijk/name
6.5753055		1				3	Noordzeeconferentie/name
4.904459		1				16	Noordzeekanaalgebied/noun
1.9603499		1				305	Noorman/name
-1.3019906	-0.8069346	1				8161	Noors/adj
0.9197799		2	1.1271002		1.0	1755	Noppen/name
	0.18206085	0				3004	Norbert/name
	1.0852084	0		1.9874761	0.0	1207	Nord/name
-0.497484		1				3608	Norman/name
1.7999237	1.8895147	3	2.3015661		2.0	1082	Normandië/name
2.4087694		2	2.6218214		1.0	393	Northern/name
4.992896	5.487952	1	5.8986464	6.3871427	1.0	15	Northlaan/noun
1.8462964		1				346	Norwich/name
4.653493		1				21	Nosferatu/noun
5.280578		1	6.191994		1.0	11	Nostromo/noun
	5.30392	0		6.167395	0.0	19	Notelaarstraat/name
0.5901524		1				1214	Noten/name
	3.9538875	0				68	Noticias/name
6.9807706		1	7.8967423		1.0	2	Notoir/name
	1.2498829	0				1028	Nou/name
	8.168974	0				1	Nouchajev/noun
	6.0895324	0				8	Noui/name
2.9028094		1				123	Noureddine/name
-0.8149069		1				4994	Nova/name
	6.7826796	0		7.6920915	0.0	4	Novabil/name
	1.5425209	0		2.4449031	0.0	764	Novak/name
5.8821583		1				6	Novakovi&#263;/name
2.9523876	3.783916	5	2.251737	4.1265283	1.0	567	Novi/name
2.0274994		2				581	Novib/name
2.0819983		1				274	Novotel/name
2.625505	2.427414	2	2.8377135		1.0	317	Noé/name
0.98195803		1				826	Nu/name
1.7540834		1				386	Nuenen/name
1.0923082		1				736	Nuffel/name
0.4902746		2				2722	Numico/name
4.8117166		1				18	Nunez/noun
3.4558816		1				68	Nuova/name
3.227157		1	4.139912		1.0	86	Nuyl/name
	1.4994122	0				1604	Nuyts/name
	5.739756	0		6.625228	0.0	12	Nyarota/name
0.6608569		4				4565	Nys/name
4.415821		1				26	Nyunt/name
1.770465		1				373	O'Sullivan/name
-0.9888121		1				5846	O/name
2.497062		2				364	OCMW-rusthuis/name
6.9807706		1	7.8967423		1.0	2	OCMW-schorsingsbesluit/noun
0.35067105	0.33490148	10	-0.35868847	-0.56333905	2.0	15722	OCMW/name
3.5379515		1				65	OCMW_administratie/noun
6.300202		3	6.7673583		2.0	13	OCMW_beslissing/noun
2.2793815		1				226	OCMW_bestuur/noun
	2.6573613	0				257	OCMW_gebouw/noun
5.6070547		1				8	OCMW_pand/noun
6.2153025		1	7.085812		1.0	5	OCMW_personeel/adj
3.3156075		2				169	OCMW_personeel/noun
1.9040354	1.0127971	4	2.104777	1.9001266	2.0	1326	OCMW_raad/noun
2.3368604		1				213	OCMW_steun/noun
-0.20361224		1				2722	OCMW_voorzitter/noun
	4.2342114	0		5.115195	0.0	54	OCMW_woning/noun
4.93955		1	5.833049		1.0	16	ODC/name
	1.4962448	0				1056	ODW/name
	8.168974	0		9.078386	0.0	1	OLEN/ARENDONK/noun
1.3612577	0.24687585	20	0.87566936		5.0	11293	OM/name
	8.168974	0				1	OOSTHAM/HECHTEL-EKSEL/noun
0.4862794		2	1.319968		2.0	3121	OP/name
7.673918		1				1	OPCW-ontwapeningsteam/name
	4.309297	0		5.1613755	0.0	51	OPGLABBEEK/name
	2.580415	0				274	OS/name
4.3031793		1				31	OSE/name
6.2876234		2				8	OSE_geval/noun
7.673918		1	8.58989		1.0	1	OURDAN/name
1.1238378		1				878	OVER/name
	5.9717493	0				9	OVSE_kantoor/noun
3.7391553		1				53	OVSE_voorzitter/noun
6.2876234		1	7.203595		1.0	4	OVSE_woordvoerster/noun
2.1301734		3				784	Obasanjo/name
	4.5526648	0		5.4440947	0.0	48	Obus/noun
0.7768822	-0.11435615	4				3998	Oceaan/name
3.3399003		1				77	Ociv/name
3.7440548		1				53	Octrooibureau/name
6.9807706		1	7.8967423		1.0	2	Octrooieren/noun
	5.9124327	0				10	Odeur/name
	0.741116	0				1715	Oedelem/name
1.7034215		1				399	Oedipus/name
4.2727203		1				30	Oedoegov/name
4.0389667		1				39	Oefenplein/name
	5.827168	0		6.6804905	0.0	11	Oefenpleinstraat/noun
1.5534005		4	1.7663312		2.0	1864	Oeganda/name
1.7088612		2				804	Oegandees/adj
	4.245728	0		4.297863	0.0	360	Oegstgeest/name
1.7555616		1				379	Oekraïner/noun
2.2689905		1				224	Oeral/name
1.3780984		1				554	Oerlemans/name
4.306622	4.8016777	1				29	Oeselgemstraat/noun
	3.7222133	0				86	Oesterbar/noun
0.41378164		1				1452	Oezbekistan/name
5.5279865		1				9	Offel/name
	3.7435284	0				86	Offerandestraat/name
0.11764654		1				1991	Office/name
2.256263		1				230	Officer/name
	3.5183523	0				214	Offspring/name
7.673918		1				1	Oininio/Oibibio_gebouw/noun
	8.168974	0				1	Ojila/name
7.673918		1				1	Okala/name
0.7634162	1.2584722	1		2.155496	0.0	1020	Oklahoma/name
	4.805132	0		5.71109	0.0	29	Olano/noun
	6.4111156	0				6	Olbrychski/name
-0.39619124		1				3240	Old/name
	1.0653741	0		0.5674121	0.0	5045	Olen/name
	8.168974	0		9.078386	0.0	1	Olewgaroni/name
0.020992184		1	0.92953944		1.0	2148	Olga/name
1.0297862	0.1385479	4	1.243073	1.0384225	2.0	3166	Olie/name
	8.168974	0				1	Olifantenamok/noun
	4.411268	0				43	Oliveri/name
-0.9411143	-1.1392055	2				11265	Olivier/name
1.2018806	1.6969366	1		2.591844	0.0	659	Olmen/name
	4.891829	0				33	Olmense/name
0.6217158		1				1180	Olsen/name
3.0660012		2				208	Olusegun/name
7.673918		1	8.58989		1.0	1	Olvarit-babyvoeding/name
	0.3592904	0		1.25464	0.0	2532	Olympia/name
	4.793094	0		5.664766	0.0	31	Olympiabad/name
-0.75747794		1	0.13878253		1.0	4735	Olympisch/name
-2.0710108		1				17447	Olympische/name
1.8668101	2.3618662	9	1.6753653	1.7583969	3.0	3045	Omar/name
0.7209978		1				1091	Ombudsman/name
	0.58880985	0				2028	Omega/name
	3.7932167	0		3.9977584	0.0	162	Omnium/name
1.8270454		1	2.7323134		1.0	351	Omo/name
4.9658675		1				15	Omran/name
4.1549373		1	5.063529		1.0	34	Omri/name
	1.2676642	0		1.468214	0.0	2047	Omroep/name
	5.0063157	0		5.4474006	0.0	77	Onbekenden/name
	2.0330842	0		2.235036	0.0	944	Onder/name
3.3422527		12	3.5513146		6.0	939	Ondernemingskamer/name
7.673918		1	8.58989		1.0	1	Onderscheppingsraketten/name
-1.0612336		2				12764	Onderwijs/name
1.7503306		1	2.6583076		1.0	382	Onderwijsinspectie/name
-0.07428347		1				2358	Onderzoek/name
3.1841583		1	4.0956507		1.0	95	Onderzoeksinstituut/name
	6.164121	0				15	Ondeugd/name
3.186968		1	4.0956507		1.0	90	Ong/name
	7.0703616	0				3	Ongeveeréé/name
	3.919051	0				71	Onjegin/name
7.8970613		1				1	Onkruidverdelger/name
	4.5757794	0		5.454045	0.0	38	Onkruit/name
0.594708		5	-0.11633204		1.0	6112	Online/name
4.310076		1				29	Ontploffingstuigen/name
5.189011		1				12	Ontwikkelingsbiologie/name
-0.3585399		1				3171	Ontwikkelingssamenwerking/name
	5.5174937	0		6.357913	0.0	31	Onverlaten/noun
	2.7508752	0		3.6441183	0.0	231	Onze-Lieve-Vrouwekerk/noun
	4.0322084	0		4.2351837	0.0	127	Onze-Lieve-Vrouwstraat/noun
1.6778388		1				404	Onzin/name
	8.168974	0		9.078386	0.0	1	Oogentroostlaan/noun
2.8508174		1				127	Oogst/name
1.1655958		1				685	Ooigem/name
	4.648513	0				35	Ookmeerweg/noun
	2.327896	0		3.2301424	0.0	351	Oomen/name
	1.6007553	0				736	Oorbeek/name
	6.559536	0		7.468948	0.0	5	Oordegemsesteenweg/name
0.118518285		3	-0.07151242		1.0	5798	Oorlog/name
2.1511576		2				511	Oorlogsdocumentatie/name
	6.7826796	0				4	Oorlogskruisenlaan/noun
4.378081		1				27	Oorlogsmisdaden/name
0.6195544		1				1175	Oost-/name
3.8387756		1	4.7134933		1.0	49	Oost-Afghanistan/name
2.7151022		2	2.9308426		1.0	289	Oost-Afrika/name
	2.281343	0				365	Oost-Azië/name
	0.98730576	0		1.8910123	0.0	1328	Oost-Duitsland/name
0.69445586		5	0.6855776		2.0	5459	Oost-Europa/name
	2.9000852	0				197	Oost-Java/name
1.9127576	2.0023487	3	2.416885	2.2122343	2.0	964	Oost-Jeruzalem/name
2.6800895		1				152	Oost-Kongo/name
7.673918		1				1	Oost-Stellingwerf/name
4.8261056		1	5.720571		1.0	18	Oost-Timor/det
	1.7385863	0		1.37877	0.0	4470	Oost-Timor/name
	1.7134608	0				663	Oost-Timorees/adj
	3.3864946	0				121	Oost-Turkije/name
-0.43804038	-0.6361315	2				7199	Oost-Vlaanderen/name
-0.6408778	0.5473255	1				4148	Oost/name
3.1824763		2				182	Oost/prefix
0.9202464		1	1.8264376		1.0	873	Oost_Europeaan/noun
0.20490034	0.2944913	3	0.0073298384	0.49582645	1.0	5371	Oost_Vlaams/adj
1.7890992		4	2.411081		3.0	1454	Oostblok/name
	1.1088408	0		2.0005715	0.0	2394	Oostduinkerke/name
0.8831738		2				1808	Oostduits/adj
	3.7360759	0		4.3265934	0.0	350	Oosteeklo/name
-0.9095968	-0.41454077	1	-0.0028286832		1.0	5420	Oosten/name
6.06448		1				5	Oostende-Luik/name
-1.4779471	-0.0666003	4	-1.9716103	-0.09681935	1.0	39207	Oostende/name
	4.0931325	0		5.0008483	0.0	61	Oostende_Dover/name
	3.2907276	0		4.1824136	0.0	134	Oostendestraat/noun
	0.47650674	0		0.6761828	0.0	4523	Oostendse/adj
-0.5652731	-0.35789913	4	0.051114053	0.13414556	3.0	15492	Oostenrijk/name
-0.4673595		1				3495	Oostenrijker/noun
	2.2231605	0		2.4186113	0.0	788	Oosterhout/name
4.9234467		1				16	Oosterhoutse/adj
6.9807706		1	7.8967423		1.0	2	Oosterkwelder/noun
	6.7026367	0		7.612049	0.0	13	Oosterparkrellen/noun
	4.5327044	0		5.4407997	0.0	38	Oosterparkwijk/noun
	0.48704442	0				2256	Oosterzele/name
0.21912539		2				3508	Oosteuropees/adj
7.673918		1	8.58989		1.0	1	Oostham_voorzitter/noun
	6.2230635	0				7	Oosthelling/noun
1.8366246		1				348	Oosthoek/name
	4.2863793	0				49	Oosthove/name
	2.4468603	0		3.340202	0.0	313	Oosthoven/name
-0.8807447	-0.38568863	1				5404	Oostkamp/name
	3.3702948	0		4.2540803	0.0	126	Oostrozebeekse/adj
	0.5540451	0				2095	Oostrozebeke/name
	5.6040244	0				13	Oostsanen/name
	3.2468054	0				142	Oostvleteren/name
	2.8791926	0				206	Oostwinkel/name
6.5753055		1				3	Opatsjitsji/name
	0.7969186	0		1.0020454	0.0	6540	Opel/name
-1.9223278	-0.3286594	1	-1.0206271	-0.53213054	1.0	15068	Open/name
1.0997925	-0.48459306	8	0.6133154	0.40866482	2.0	6006	Openbaar/name
-0.10763829	-0.3057294	2	0.79973626		2.0	4844	Openbare/name
-1.0204003		1				6119	Opera/name
0.45680445	0.9518605	1	1.3638622		1.0	1394	Operatie/name
1.9925512		1				297	Operation/name
	4.9703007	0		5.879713	0.0	49	Opgeëistenlaan/noun
	0.8192607	0		1.7036002	0.0	1614	Opglabbeek/name
3.0941935		4	2.5915732		1.0	411	Opgrimbie/name
	5.547935	0		6.4393287	0.0	14	Ophovenstraat/noun
4.058954		1				38	Opiumwet/noun
2.6106899		1				163	Opmeer/name
2.3337388		1				211	Opperste/name
3.9775662		1				41	Opruiming/name
3.6221328		1	4.5081234		1.0	61	Opruimingscommando/name
3.8058465		2	4.69298		2.0	102	Opruimingsdienst/name
0.105022006		1				1994	Opstelten/name
1.4521602		4	2.067919		3.0	2070	Opta/name
	7.4758267	0				2	Opzettelijk/name
4.8982086		1				17	Opération/name
2.2950578		2	2.4977314		1.0	445	Orahovac/name
3.1824763		1				92	Orakel/name
-2.1915798		1	-1.2857258		1.0	19630	Oranje/name
3.2484725		1				85	Oranje_speler/noun
	8.168974	0				1	Oratoriumkapel/name
-0.2958378		1				2936	Orchestra/name
0.3752358		3	0.86574656		2.0	4565	Orde/name
0.061061937	-0.13702917	2		0.7637068	0.0	4091	Ordening/name
2.4773562		4	2.6922204		2.0	734	Oregon/name
-0.4475627	0.04749336	1				3431	Organisatie/name
	7.4758267	0		8.385239	0.0	2	Ories/det
	4.471382	0				41	Orifice/name
5.1089683		1	6.02494		1.0	13	Origine/name
5.7280073		1				7	Orion-vliegtuigen/name
1.3660014		1	2.2713718		1.0	559	Orkater/name
-0.42293024		2				6708	Orkest/name
	1.0005865	0				1316	Orleans/name
2.2056465		1				242	Orly/name
7.673918		1				1	Oroq/name
1.6584924		1				415	Orson/name
7.673918		1				1	Ortscommandant/name
5.3713326		1				10	Orwelliaans/adj
4.090399		1	4.975599		1.0	38	Orzan/name
1.4652702		14	1.520795		6.0	7133	Osama/name
-1.5815824	-1.0865264	1		-0.18892531	0.0	10710	Oscar/name
6.9807706		1	7.8967423		1.0	2	Oscar_klasse/noun
0.23286125		1				1750	Oscars/name
	0.8701228	0		1.7666667	0.0	1512	Osdorp/name
	4.2730803	0				51	Osdorpplein/name
7.673918		1				1	Osirakreactor/noun
-0.17149837	0.3235577	1		1.2200352	0.0	2603	Oslo/name
3.4595704		1				68	Oslo_proces/noun
2.764946		1				136	Osorio/name
	1.7790407	0				1843	Oss/name
1.7250997		1	2.6356723		1.0	389	Osterhaus/name
6.2876234		1				4	Ostexpo/name
	7.4758267	0		8.385239	0.0	2	Osunbor/name
1.0028346		1	1.9091915		1.0	804	Oswald/name
4.729479		1	5.6454506		1.0	19	Oswiecim/name
	1.2617686	0				1020	Otegem/name
1.1876044		1	2.094435		1.0	669	Othello/name
4.7009425		1				20	Otlja/name
1.5836264		1				448	Ottawa/name
	1.584355	0				1476	Otten/name
	4.500297	0		5.398926	0.0	40	Ottergemsesteenweg/noun
1.2718346	2.460038	1				607	Ottomaans/adj
	4.286895	0		4.487061	0.0	99	Ottoy/name
	6.7826796	0				4	Ouatarra/name
	8.168974	0		9.078386	0.0	1	Ouatarra/noun
	0.060215056	0		0.9463407	0.0	3458	Oud-Heverlee/name
	2.007582	0		2.6064262	0.0	1967	Oud-Turnhout/name
7.673918		1	8.58989		1.0	1	Oud-burgmeester/name
7.673918		1				1	Oud-kanselarijminister/noun
0.5953513		3	0.39998567		1.0	3652	Oud/name
4.3930063		1				28	Oud_Egyptisch/adj
	6.3855824	0		7.2866263	0.0	6	Oud_Vlaanderen/name
2.7437696		1				141	Oudaan/noun
	0.956541	0		-0.22433987	0.0	11049	Oude/name
	8.168974	0				1	Oudeleeuwenrui/name
1.3641813		1				559	Ouden/name
0.571711	-0.031845227	9	0.6539554	-0.24384233	4.0	11336	Oudenaarde/name
8.030593		1	8.58989		1.0	1	Oudenaarde_Kortrijk/name
	0.8743587	0				1519	Oudenaardse/adj
	4.3916254	0				45	Oudenaardsestraat/noun
1.9381522		1				315	Oudenallen/name
	1.3219775	0		1.1105859	0.0	2920	Oudenburg/name
2.7013304		1				147	Oudere/name
-0.3501752		1				3111	Oudkerk/name
3.4147651		1				72	Oudstrijderslaan/noun
4.3135424		1	5.2225933		1.0	29	Oudwest/name
	1.7598685	0				614	Our/name
	3.7134643	0				87	Oussalah/noun
6.5753055		1				3	Outworld/noun
1.0600637		1				750	Ovam/name
5.476693		1	6.392665		1.0	9	Ovam_woordvoerster/noun
	2.1093833	0				435	Oven/name
	4.1864924	0		5.0756087	0.0	55	Overal/name
7.673918		1				1	Overgecrediteerden/noun
	1.4494977	0		1.6460007	0.0	5138	Overijse/name
0.5415399		1				1292	Overijssel/name
	7.4758267	0		8.385239	0.0	2	Overmaaipark/name
1.0312353	2.6249037	1	1.926597	3.1082408	1.0	794	Overmere/name
	8.168974	0				1	Overmerelaan/name
	0.6748217	0		1.5621227	0.0	3730	Overpelt/name
3.5150347		1				64	Overtveldt/name
	5.255265	0		5.4674683	0.0	37	Overwinningsstraat/noun
	6.7826796	0				8	Ovezande/name
4.0416083		1				38	Ovidius/det
	2.8602111	0				205	Ovidius/name
7.673918		1	8.58989		1.0	1	Ovsinnikov/noun
	5.1732416	0				20	Ovsjanov/name
1.2475101		2				1266	Oxfam/name
	6.559536	0				5	Oyestraat/name
1.0376431		1				776	Oz/name
6.9807706		1				2	Ozren/name
	1.0684929	0				1242	P&O/name
-0.17316383	0.16774155	7	-0.51925546	0.37470627	2.0	18215	P./name
	1.8426454	0				561	P./noun
	5.251203	0		6.147192	0.0	20	P.G./noun
1.9706353		1				305	PA/name
5.8821583		1				6	PAC-3/name
	2.3094704	0		3.1484644	0.0	774	PANNE/name
2.9621377		1				210	PAW/name
	8.168974	0		9.078386	0.0	1	PA_kantoor/noun
3.6221328		3	3.4344325		1.0	174	PCB's/noun
7.673918		1				1	PCB-analyselaboratoria/noun
7.673918		1				1	PCB-besmette/name
2.3864086		1	3.295329		1.0	201	PCB/name
7.673918		1				1	PCB_ei/noun
	4.390482	0				44	PCS/name
1.3543191	1.8493752	1				839	PD/name
	1.57682	0		1.7605097	0.0	1981	PDC/name
	1.2329226	0				1046	PDS/name
1.4495573		1	2.361132		1.0	529	PIETERS/name
0.657039	1.8452423	1	1.4928576	2.6745014	1.0	1602	PJ/name
1.9527866		1	2.8650794		1.0	307	PKB/name
1.4686027		4	0.98449695		1.0	2075	PKK/name
7.673918		1	8.58989		1.0	1	PKK_kampement/noun
	1.6022662	0		1.7272277	0.0	2062	PKM/name
	3.8710084	0				91	PL/name
	5.7665434	0				13	PLEIN/name
1.8104285		2	2.7214756		2.0	709	PLO/name
7.673918		1	8.58989		1.0	1	PM10-stofdeeltjes/name
	2.8599637	0				332	PMM/name
7.673918		1				1	PPP_kopie/noun
1.0906467		1	2.0016508		1.0	730	PPR/name
2.6513538		1				154	PRL-FDF/name
0.5632011		2	0.78156626		1.0	2480	PRL/name
0.20648946		5	0.19687144		2.0	8945	PS/name
0.22424516		1				1758	PSC/name
4.3836517		1				27	PSC_minister/noun
-2.4596314		1	-1.5543115		1.0	25806	PSV/name
	8.168974	0				1	PTT-bus/adj
	0.6179708	0		1.5158995	0.0	1964	PTT/name
1.7991273		1	2.7093563		1.0	358	PVV/name
	7.4758267	0		8.385239	0.0	2	Paardenbrugstraat/noun
-0.8288013	-0.3337452	1		0.5645233	0.0	5050	Paars/name
3.6423354		1				58	PaarsII/name
2.0441406		1	2.9440007		1.0	310	Paars_groen/noun
0.47996894		1	1.3839757		1.0	1360	Paas/name
	5.0334797	0				23	Paasopstand/noun
4.0416083		1				39	Pac-Man/name
2.2239528		1				236	Pace/name
7.673918		1				1	PackBot/noun
	8.168974	0				1	Packstations/name
3.2097352		1				88	Pacolet/name
4.341713		1				28	Pacolet/noun
2.6971838		1				146	Pact/name
2.0244155		2				579	Pad/name
4.3986616		1				27	Paddenbroek/name
	5.922959	0				10	Paddenpoel/noun
	2.5905654	0		3.4841394	0.0	273	Paelinck/name
2.0325427		1				285	Paisley/name
0.7549258	0.8445167	6	0.96610487		3.0	6229	Pakistaans/adj
0.77303207	0.089433156	13	-0.19456956		2.0	13205	Pakistan/name
2.8670318		1	3.7797396		1.0	123	Pakistani/name
6.06448		1				5	Pakistanse/adj
5.8821583		1				7	Pakkans/det
6.1370506		1				5	Pakula/noun
	2.56538	0				278	Pal/name
-0.27644375	1.3172246	1	0.62525564	1.1137522	1.0	2899	Palace/name
2.0441406		1	2.9537613		1.0	281	Pale/name
	-0.30731413	0				4883	Paleis/name
1.2681545	1.4755285	36	1.4240607	1.2765685	17.0	22182	Palestijn/noun
1.9953544	1.8752248	111	2.1624892	1.7717364	53.0	33036	Palestijns/adj
3.5181644		1				65	Palestijns/name
3.3156366	0.71965027	22	3.6978066		13.0	1743	Palestijnse/name
1.4478949	0.3335131	5	1.8428409	1.2327253	3.0	2570	Palestina/name
2.4055443		1				196	Palestine/name
	6.559536	0		7.468948	0.0	5	Palingvissers/name
-0.2582291		1	0.6458405		1.0	2852	Palm/name
	5.224535	0				19	Palos/name
	1.1174212	0				1186	Pamel/name
4.254553		1	5.155902		1.0	31	PanAm-Boeing/noun
2.6646166		1				152	Pancevo/name
	5.13162	0				22	Pancevo/noun
1.1292866		1				715	Pandora/name
0.7404459		1				1060	Pandy/name
5.594476		1				8	Panhuisstraat/noun
	0.39111826	0		0.5936643	0.0	4873	Panne/name
	5.3625875	0				17	Pannestraat/noun
	3.7210424	0		4.6139154	0.0	88	Panos/name
5.8821583		1	6.79813		1.0	6	Pantaar/name
-0.572267		1				3941	Pantani/name
3.5403523		1				66	Pantera/name
5.7280073		1	6.643979		1.0	7	Panzer/noun
	0.803667	0				1621	Paola/name
	1.4584507	0				840	Papoea/name
	1.6532985	0		2.5526235	0.0	688	Papoea/noun
5.9691696		2	6.8851414		2.0	11	Para-Commando/name
-0.094425336	0.40063074	1		1.2929249	0.0	2435	Parade/name
6.757627		1				3	Paradijskouter/noun
	1.2932253	0		2.1936433	0.0	985	Paradise/name
