_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_vector	soc_length_num	soc_soc_win	tokens	type	stress	foc_base	pam_cluster	is_medoid
huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.11222539870050453	-0.055986141031546685	NA	NA	bound	335	lex	10_10	1	weight	nav_5000	5000	4_4	222	huldigen	0.22369696093960373	BOW	c1	0
huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.15328145105908025	-0.1293843595978757	NA	NA	bound	335	lex	10_10	1	weight	all_5000	5000	4_4	222	huldigen	0.24873192201359762	BOW	c2	0
huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.10798538481525509	0.027169205799811923	NA	NA	bound	335	lex	10_10	1	weight	nav_FOC	218	4_4	222	huldigen	0.21767014080152605	BOW	c3	0
huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.10155205925472525	0.021272748081021704	NA	NA	bound	335	lex	10_10	1	weight	all_FOC	335	4_4	222	huldigen	0.2128456506434992	BOW	c3	0
huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.12124909746435841	-0.03557217682242827	NA	NA	bound	335	lex	10_10	1	selection	nav_5000	5000	4_4	222	huldigen	0.22397591105164627	BOW	c1	0
huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.23562151092420833	-0.09228183621067845	NA	NA	bound	335	lex	10_10	1	selection	all_5000	5000	4_4	222	huldigen	0.24580409389122176	BOW	c2	0
huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.12689774561769745	0.07336457428417477	NA	NA	bound	335	lex	10_10	1	selection	nav_FOC	218	4_4	222	huldigen	0.2185576919361944	BOW	c3	0
huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.11373537528881474	0.06665825024595635	NA	NA	bound	335	lex	10_10	1	selection	all_FOC	335	4_4	222	huldigen	0.21107262307496963	BOW	c3	1
huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.13927242056101383	0.07910262944921749	NA	NA	bound	637	lex	10_10	1	no	nav_5000	5000	4_4	225	huldigen	0.21129844552202515	BOW	c3	0
huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.2266110178893929	0.18801771160185343	NA	NA	bound	637	lex	10_10	1	no	all_5000	5000	4_4	225	huldigen	0.2342299707584634	BOW	c3	0
huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.11044559266275271	0.128210336412346	NA	NA	bound	637	lex	10_10	1	no	nav_FOC	450	4_4	225	huldigen	0.22412716467502858	BOW	c3	0
huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.11057600863481867	0.1330480652745409	NA	NA	bound	637	lex	10_10	1	no	all_FOC	637	4_4	225	huldigen	0.21401420910589145	BOW	c3	0
huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.062168640191981504	-0.0645520180023351	NA	NA	bound	596	all	10_10	1	weight	nav_5000	5000	4_4	230	huldigen	0.2292568118042973	BOW	c1	0
huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.00886323634263601	-0.13400447214083366	NA	NA	bound	596	all	10_10	1	weight	all_5000	5000	4_4	230	huldigen	0.25101972982149545	BOW	c2	0
huldigen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06407998039893247	0.04495741788525836	NA	NA	bound	596	all	10_10	1	weight	nav_FOC	218	4_4	230	huldigen	0.2282862828692146	BOW	c3	0
huldigen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.04578573894057749	0.05776603086803467	NA	NA	bound	596	all	10_10	1	weight	all_FOC	596	4_4	230	huldigen	0.224014791173328	BOW	c3	0
huldigen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.10957975671145093	0.014109656916270441	NA	NA	bound	596	all	10_10	1	selection	nav_5000	5000	4_4	230	huldigen	0.21176444070633424	BOW	c4	0
huldigen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.23338375552864954	0.19883611114145927	NA	NA	bound	596	all	10_10	1	selection	all_5000	5000	4_4	230	huldigen	0.23006713778659818	BOW	c5	0
huldigen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0012400833380750646	0.10036763536337055	NA	NA	bound	596	all	10_10	1	selection	nav_FOC	218	4_4	230	huldigen	0.22333558155004074	BOW	c3	0
huldigen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.0259353019788171	0.1263101359240497	NA	NA	bound	596	all	10_10	1	selection	all_FOC	596	4_4	230	huldigen	0.22301169393817102	BOW	c4	0
huldigen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.05322733573336573	0.19223305564614976	NA	NA	bound	1059	all	10_10	1	no	nav_5000	5000	4_4	230	huldigen	0.16947383083679377	BOW	c6	0
huldigen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.18386799459543313	0.29374012427867385	NA	NA	bound	1059	all	10_10	1	no	all_5000	5000	4_4	230	huldigen	0.2036392363479813	BOW	c6	0
huldigen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.00522519054645078	0.18189354258680163	NA	NA	bound	1059	all	10_10	1	no	nav_FOC	450	4_4	230	huldigen	0.21394875210561842	BOW	c6	0
huldigen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.018390136677509765	0.21304482818114642	NA	NA	bound	1059	all	10_10	1	no	all_FOC	1059	4_4	230	huldigen	0.20682459554702312	BOW	c6	0
huldigen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.10392800098705732	-0.057700792000783124	NA	NA	bound	273	lex	5_5	1	weight	nav_5000	5000	4_4	213	huldigen	0.230253757023912	BOW	c1	1
huldigen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.14257496579897597	-0.13875192207735287	NA	NA	bound	273	lex	5_5	1	weight	all_5000	5000	4_4	213	huldigen	0.25816204826659445	BOW	c2	1
huldigen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.09830100144304046	0.004175528884772394	NA	NA	bound	273	lex	5_5	1	weight	nav_FOC	179	4_4	213	huldigen	0.2219871829812647	BOW	c1	0
huldigen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.09517044610453813	0.0019142719907512163	NA	NA	bound	273	lex	5_5	1	weight	all_FOC	273	4_4	213	huldigen	0.22031948110132027	BOW	c1	0
huldigen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.11951162340171166	-0.062300436552180344	NA	NA	bound	273	lex	5_5	1	selection	nav_5000	5000	4_4	213	huldigen	0.22459837845900263	BOW	c1	0
huldigen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.171670436427142	-0.1523835594560491	NA	NA	bound	273	lex	5_5	1	selection	all_5000	5000	4_4	213	huldigen	0.24718429907700182	BOW	c2	0
huldigen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.09974596093037683	0.02637996567809231	NA	NA	bound	273	lex	5_5	1	selection	nav_FOC	179	4_4	213	huldigen	0.22133884889281547	BOW	c3	0
huldigen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.0944581186377798	0.02131293198431537	NA	NA	bound	273	lex	5_5	1	selection	all_FOC	273	4_4	213	huldigen	0.21307605885553424	BOW	c3	0
huldigen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.1382390193606497	-0.03798964829120919	NA	NA	bound	395	lex	5_5	1	no	nav_5000	5000	4_4	221	huldigen	0.22983640538639066	BOW	c1	0
huldigen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.22365300160273732	-0.06044416455837287	NA	NA	bound	395	lex	5_5	1	no	all_5000	5000	4_4	221	huldigen	0.2502635442220195	BOW	c2	0
huldigen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.10033025384783845	0.0738443301829042	NA	NA	bound	395	lex	5_5	1	no	nav_FOC	276	4_4	221	huldigen	0.22861675097035514	BOW	c3	0
huldigen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.10124729056839447	0.07405007787508693	NA	NA	bound	395	lex	5_5	1	no	all_FOC	395	4_4	221	huldigen	0.22024620504730247	BOW	c3	0
huldigen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.06688276513268662	-0.07093139792908498	NA	NA	bound	483	all	5_5	1	weight	nav_5000	5000	4_4	229	huldigen	0.24171023892050486	BOW	c1	0
huldigen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.010664098237990164	-0.16940349230285182	NA	NA	bound	483	all	5_5	1	weight	all_5000	5000	4_4	229	huldigen	0.26123969793688434	BOW	c2	0
huldigen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.057295218615767723	0.035588170348426186	NA	NA	bound	483	all	5_5	1	weight	nav_FOC	179	4_4	229	huldigen	0.2337225639418652	BOW	c3	0
huldigen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.040291629759991114	0.04099097021476901	NA	NA	bound	483	all	5_5	1	weight	all_FOC	483	4_4	229	huldigen	0.23402041852811173	BOW	c4	0
