_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herstructureren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.1578121271718364	0.045472707275176896	NA	NA	bound	405	lex	10_10	1	weight	5000	5000	nav	4_4	233	herstructureren	0.2621040827771927	BOW
herstructureren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.3172122804715223	-0.005227992817481449	NA	NA	bound	405	lex	10_10	1	weight	5000	5000	all	4_4	233	herstructureren	0.2598860103167724	BOW
herstructureren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.14883011814392433	0.13503032978276375	NA	NA	bound	405	lex	10_10	1	weight	FOC	303	nav	4_4	233	herstructureren	0.24954453291087828	BOW
herstructureren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.14701715666155094	0.1255070637297789	NA	NA	bound	405	lex	10_10	1	weight	FOC	405	all	4_4	233	herstructureren	0.24516502373256707	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.1420493453459016	0.08954838829556534	NA	NA	bound	405	lex	10_10	1	selection	5000	5000	nav	4_4	233	herstructureren	0.2595905227634936	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.34128943400549455	0.007299335575616331	NA	NA	bound	405	lex	10_10	1	selection	5000	5000	all	4_4	233	herstructureren	0.2485502767599923	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.13003775675773377	0.14603802538011398	NA	NA	bound	405	lex	10_10	1	selection	FOC	303	nav	4_4	233	herstructureren	0.23622722411322614	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.1307973654894713	0.13880057389723985	NA	NA	bound	405	lex	10_10	1	selection	FOC	405	all	4_4	233	herstructureren	0.236799148558414	BOW
herstructureren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.19220322754681163	0.1960848330853694	NA	NA	bound	722	lex	10_10	1	no	5000	5000	nav	4_4	236	herstructureren	0.25608749464745545	BOW
herstructureren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.4051039541273618	0.016652883719009536	NA	NA	bound	722	lex	10_10	1	no	5000	5000	all	4_4	236	herstructureren	0.2506108794466334	BOW
