_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herstructureren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.7761046010485912	0.553274712644581	NA	NA	bound	405	lex	10_10	1	weight	5000	5000	nav	4_4	233	herstructureren	0.1944431027049881	BOW
herstructureren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-1.3485843104482351	0.005809597266079701	NA	NA	bound	405	lex	10_10	1	weight	5000	5000	all	4_4	233	herstructureren	0.1755616805313512	BOW
herstructureren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.6212435777577427	0.7160339421270926	NA	NA	bound	405	lex	10_10	1	weight	FOC	303	nav	4_4	233	herstructureren	0.19400032382156376	BOW
herstructureren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.6285989436166332	0.6780434208462798	NA	NA	bound	405	lex	10_10	1	weight	FOC	405	all	4_4	233	herstructureren	0.18548888477754624	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.7170207417070646	0.5780230855728816	NA	NA	bound	405	lex	10_10	1	selection	5000	5000	nav	4_4	233	herstructureren	0.2235668698308278	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-1.3574572604500463	-0.11045328072300968	NA	NA	bound	405	lex	10_10	1	selection	5000	5000	all	4_4	233	herstructureren	0.17571968447120836	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5447717349413473	0.6690061659783166	NA	NA	bound	405	lex	10_10	1	selection	FOC	303	nav	4_4	233	herstructureren	0.19279826343915218	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.555334495443627	0.6405120413947069	NA	NA	bound	405	lex	10_10	1	selection	FOC	405	all	4_4	233	herstructureren	0.18867966463532201	BOW
herstructureren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.8350884499000315	1.0273383288315088	NA	NA	bound	722	lex	10_10	1	no	5000	5000	nav	4_4	236	herstructureren	0.21672750983721853	BOW
herstructureren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-1.677603905069246	-0.3206110666830225	NA	NA	bound	722	lex	10_10	1	no	5000	5000	all	4_4	236	herstructureren	0.16675920704209093	BOW
herstructureren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.6965349437199512	1.06543200335748	NA	NA	bound	722	lex	10_10	1	no	FOC	530	nav	4_4	236	herstructureren	0.20880792842339507	BOW
herstructureren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.7176436108238479	1.0220064150247223	NA	NA	bound	722	lex	10_10	1	no	FOC	722	all	4_4	236	herstructureren	0.2089975770257769	BOW
herstructureren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.4020148442454573	0.868784645586873	NA	NA	bound	543	all	10_10	1	weight	5000	5000	nav	4_4	239	herstructureren	0.19646141808204373	BOW
herstructureren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-1.2188884379099436	-0.10258655082367987	NA	NA	bound	543	all	10_10	1	weight	5000	5000	all	4_4	239	herstructureren	0.18410183891828108	BOW
herstructureren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.1548800169986369	1.0210161492386276	NA	NA	bound	543	all	10_10	1	weight	FOC	303	nav	4_4	239	herstructureren	0.18183933789750042	BOW
herstructureren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.11576872188357025	0.9649242754030962	NA	NA	bound	543	all	10_10	1	weight	FOC	543	all	4_4	239	herstructureren	0.17968607212219953	BOW
herstructureren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	1.0762205376900116	0.7694011440854152	NA	NA	bound	543	all	10_10	1	selection	5000	5000	nav	4_4	239	herstructureren	0.23932061615285785	BOW
herstructureren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.594305273297287	-1.3919210514509164	NA	NA	bound	543	all	10_10	1	selection	5000	5000	all	4_4	239	herstructureren	0.18808766089758353	BOW
herstructureren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.4149195480850022	0.9430055237971087	NA	NA	bound	543	all	10_10	1	selection	FOC	303	nav	4_4	239	herstructureren	0.2101670128303298	BOW
herstructureren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.3673441220687904	0.892195112542598	NA	NA	bound	543	all	10_10	1	selection	FOC	543	all	4_4	239	herstructureren	0.20571376823769846	BOW
herstructureren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	1.3303532597601384	1.14143216594885	NA	NA	bound	1025	all	10_10	1	no	5000	5000	nav	4_4	239	herstructureren	0.22809550547093765	BOW
herstructureren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-0.9512277118310445	-1.9217404000668548	NA	NA	bound	1025	all	10_10	1	no	5000	5000	all	4_4	239	herstructureren	0.19051104892687615	BOW
herstructureren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.6355713794728827	1.3992316013381088	NA	NA	bound	1025	all	10_10	1	no	FOC	530	nav	4_4	239	herstructureren	0.2233735363774766	BOW
herstructureren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.6179940215980116	1.3587850144100568	NA	NA	bound	1025	all	10_10	1	no	FOC	1025	all	4_4	239	herstructureren	0.21003104099859002	BOW
herstructureren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.6417006658005062	0.10893975013143688	NA	NA	bound	344	lex	5_5	1	weight	5000	5000	nav	4_4	233	herstructureren	0.18384774824519615	BOW
herstructureren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.9684920032678961	-0.42544316002810073	NA	NA	bound	344	lex	5_5	1	weight	5000	5000	all	4_4	233	herstructureren	0.1719275841252837	BOW
herstructureren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.48724833810100854	0.2856373235282502	NA	NA	bound	344	lex	5_5	1	weight	FOC	256	nav	4_4	233	herstructureren	0.18337682232872987	BOW
herstructureren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.48119452506925703	0.2583541142537229	NA	NA	bound	344	lex	5_5	1	weight	FOC	344	all	4_4	233	herstructureren	0.173184755541038	BOW
herstructureren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.6099033455272028	0.09811274660477044	NA	NA	bound	344	lex	5_5	1	selection	5000	5000	nav	4_4	233	herstructureren	0.2103948227851241	BOW
herstructureren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.954516688082748	-0.5198064559007841	NA	NA	bound	344	lex	5_5	1	selection	5000	5000	all	4_4	233	herstructureren	0.165598978412177	BOW
herstructureren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.43467955408608355	0.24166020145424222	NA	NA	bound	344	lex	5_5	1	selection	FOC	256	nav	4_4	233	herstructureren	0.18771401110651123	BOW
herstructureren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.44076728404342363	0.219677298834011	NA	NA	bound	344	lex	5_5	1	selection	FOC	344	all	4_4	233	herstructureren	0.18096623248914331	BOW
herstructureren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.8300853143506489	0.07931284793820524	NA	NA	bound	442	lex	5_5	1	no	5000	5000	nav	4_4	236	herstructureren	0.21495404042446525	BOW
herstructureren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-1.1387325676537146	-0.6732111696085921	NA	NA	bound	442	lex	5_5	1	no	5000	5000	all	4_4	236	herstructureren	0.16409389030838833	BOW
herstructureren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.5609205556425629	0.3085062837694765	NA	NA	bound	442	lex	5_5	1	no	FOC	328	nav	4_4	236	herstructureren	0.18997175343139505	BOW
herstructureren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.5637826967482839	0.2823767577794497	NA	NA	bound	442	lex	5_5	1	no	FOC	442	all	4_4	236	herstructureren	0.1854286894874111	BOW
herstructureren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	0.39917518673278024	0.4474553640698657	NA	NA	bound	460	all	5_5	1	weight	5000	5000	nav	4_4	239	herstructureren	0.1915549733864545	BOW
herstructureren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.5957490619267797	-0.6658939962177629	NA	NA	bound	460	all	5_5	1	weight	5000	5000	all	4_4	239	herstructureren	0.18016145445006088	BOW
herstructureren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.20515338861186552	0.5407219234708098	NA	NA	bound	460	all	5_5	1	weight	FOC	256	nav	4_4	239	herstructureren	0.18257013990493137	BOW
herstructureren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.17249647734382687	0.47519633658681376	NA	NA	bound	460	all	5_5	1	weight	FOC	460	all	4_4	239	herstructureren	0.17528460633585083	BOW
herstructureren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	1.1912477480532957	0.3141066867382941	NA	NA	bound	460	all	5_5	1	selection	5000	5000	nav	4_4	239	herstructureren	0.23478278911056205	BOW
herstructureren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.11785288921454459	-1.305200456479803	NA	NA	bound	460	all	5_5	1	selection	5000	5000	all	4_4	239	herstructureren	0.2088735160938558	BOW
herstructureren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.4448040644431046	0.511485849692835	NA	NA	bound	460	all	5_5	1	selection	FOC	256	nav	4_4	239	herstructureren	0.20632047487562233	BOW
herstructureren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.36987932324289047	0.451847005255388	NA	NA	bound	460	all	5_5	1	selection	FOC	460	all	4_4	239	herstructureren	0.20270224124352074	BOW
herstructureren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	1.4436085302286565	0.34080204486964205	NA	NA	bound	632	all	5_5	1	no	5000	5000	nav	4_4	239	herstructureren	0.22534351326868152	BOW
herstructureren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	-0.16530539140862957	-1.8086487694826756	NA	NA	bound	632	all	5_5	1	no	5000	5000	all	4_4	239	herstructureren	0.2102595675456338	BOW
herstructureren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.6508817203064258	0.6592240161758344	NA	NA	bound	632	all	5_5	1	no	FOC	328	nav	4_4	239	herstructureren	0.22097646861565395	BOW
herstructureren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	0.6324629735085013	0.6242334060708995	NA	NA	bound	632	all	5_5	1	no	FOC	632	all	4_4	239	herstructureren	0.20338822721389774	BOW
herstructureren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.32711618199511644	-0.27479127288183147	NA	NA	bound	249	lex	3_3	1	weight	5000	5000	nav	4_4	220	herstructureren	0.174927861372253	BOW
herstructureren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.5037956402762545	-0.8272095167969817	NA	NA	bound	249	lex	3_3	1	weight	5000	5000	all	4_4	220	herstructureren	0.17480149102301817	BOW
herstructureren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.2428448297035603	-0.18724323655905228	NA	NA	bound	249	lex	3_3	1	weight	FOC	181	nav	4_4	220	herstructureren	0.1867380148095364	BOW
